	PV2	PV5	PV6	PV7	PV8	PV9
Cluster-2764.0	0	0	0	0	20	0
Cluster-2765.0	0	0	0	0	11	0
Cluster-2766.0	0	0	0	0	11	0
Cluster-2767.0	0	0	0	0	21	0
Cluster-2768.0	0	0	0	0	2	28
Cluster-2769.0	0	0	0	0	10	0
Cluster-2769.1	0	0	0	3	8	0
Cluster-2770.0	0	0	0	0	14	0
Cluster-2771.0	0	0	0	0	10	0
Cluster-2772.0	0	0	0	0	3	8
Cluster-2773.0	0	0	0	0	7	35
Cluster-2774.0	0	0	0	0	65	0
Cluster-2775.0	0	0	0	0	14	0
Cluster-2776.0	0	0	0	0	15	15
Cluster-2777.0	0	0	0	0	19	0
Cluster-2778.0	0	0	0	0	29	0
Cluster-2778.1	0	0	0	0	12	0
Cluster-2779.0	0	0	0	0	10	13
Cluster-2780.0	0	0	0	0	8	0
Cluster-2780.1	0	0	0	0	24	35
Cluster-2781.0	0	0	0	0	11	0
Cluster-2782.0	0	0	0	0	10	0
Cluster-2783.0	0	0	0	0	13	0
Cluster-2784.0	0	0	0	0	9	15
Cluster-2785.0	0	0	0	0	14	0
Cluster-2786.0	0	0	0	0	37	0
Cluster-2787.0	0	0	0	0	18	0
Cluster-2788.0	0	0	0	0	13	0
Cluster-2789.0	0	0	0	0	10	0
Cluster-2790.0	0	0	0	0	13	0
Cluster-2791.0	0	0	0	0	15	0
Cluster-2791.1	354	226	122	210	176	150
Cluster-2792.0	0	0	0	0	12	30
Cluster-2793.0	0	0	0	0	10	0
Cluster-2794.0	0	0	0	0	18	0
Cluster-2794.1	0	0	0	6	64	28
Cluster-2795.0	0	0	0	0	3	7
Cluster-2796.0	0	0	0	0	17	0
Cluster-2797.0	0	0	0	0	13	0
Cluster-2798.0	0	0	0	0	7	28
Cluster-2799.0	0	0	0	0	45	19
Cluster-2800.0	0	0	0	0	15	0
Cluster-2801.0	0	0	0	0	5	45
Cluster-2802.0	0	0	0	0	49	28
Cluster-2803.0	0	0	0	0	12	0
Cluster-2804.0	0	0	0	0	4	27
Cluster-2805.0	0	0	0	0	26	0
Cluster-2806.0	0	0	0	0	4	12
Cluster-2807.0	0	0	0	0	15	0
Cluster-2808.0	0	0	0	0	25	0
Cluster-2809.0	0	0	0	0	6	7
Cluster-2810.0	0	0	0	0	9	0
Cluster-2810.1	0	0	0	0	5	17
Cluster-2811.0	0	0	0	0	13	0
Cluster-2812.0	0	0	0	0	16	0
Cluster-2813.0	0	0	0	0	7	16
Cluster-2814.0	0	0	0	0	15	0
Cluster-2815.0	0	0	0	0	13	0
Cluster-2816.0	631	600	294	563	385	386
Cluster-2816.1	664	1251	426	439	1662	1531
Cluster-2817.0	0	0	0	0	16	0
Cluster-2818.0	0	0	0	0	6	28
Cluster-2819.0	0	0	0	0	25	0
Cluster-2820.0	0	0	0	0	18	0
Cluster-2821.0	0	0	0	0	12	0
Cluster-2822.0	0	0	0	0	17	0
Cluster-2823.0	0	0	0	0	10	0
Cluster-2824.0	0	0	0	0	20	0
Cluster-2825.0	0	0	0	0	16	0
Cluster-2826.0	202	84	225	264	374	62
Cluster-2827.0	0	0	0	0	6	36
Cluster-2828.0	0	0	0	0	17	0
Cluster-2829.0	0	0	0	0	15	0
Cluster-2830.0	0	0	0	0	12	0
Cluster-2831.0	0	0	0	0	33	0
Cluster-2832.0	0	0	0	0	13	0
Cluster-2833.0	0	0	0	0	38	31
Cluster-2834.0	0	0	0	0	13	23
Cluster-2835.0	0	0	0	0	17	0
Cluster-2836.0	0	0	0	0	13	0
Cluster-2837.0	0	0	0	0	24	0
Cluster-2838.0	0	0	0	0	18	0
Cluster-2839.0	0	0	0	0	5	33
Cluster-2840.0	0	0	0	0	13	0
Cluster-2841.0	0	0	0	0	11	0
Cluster-2842.0	0	0	0	0	12	0
Cluster-2843.0	0	0	0	0	16	0
Cluster-2844.0	0	0	0	0	14	0
Cluster-2845.0	0	0	0	0	29	0
Cluster-2846.0	0	0	0	0	20	0
Cluster-2847.0	0	0	0	0	12	0
Cluster-2848.0	0	0	0	0	11	0
Cluster-2849.0	0	0	0	0	16	0
Cluster-2850.0	0	0	0	0	10	0
Cluster-2851.0	0	0	0	0	12	35
Cluster-2852.0	0	0	0	0	18	0
Cluster-2853.0	0	0	0	0	10	0
Cluster-2854.0	0	0	0	0	7	0
Cluster-2854.1	0	0	0	0	11	0
Cluster-2854.2	0	52	0	0	17	0
Cluster-2855.0	0	0	0	0	17	0
Cluster-2855.1	0	0	0	0	45	27
Cluster-2856.0	0	0	0	0	26	0
Cluster-2857.0	0	0	0	0	4	13
Cluster-2858.0	0	0	0	0	15	0
Cluster-2859.0	0	0	0	0	15	16
Cluster-2859.1	0	0	0	9	21	0
Cluster-2860.0	0	0	0	0	13	0
Cluster-2861.0	0	0	0	0	10	0
Cluster-2862.0	0	0	0	0	5	13
Cluster-2863.0	0	0	0	0	6	9
Cluster-2864.0	0	0	0	0	16	0
Cluster-2865.0	0	0	0	6	7	19
Cluster-2866.0	0	0	0	0	8	23
Cluster-2867.0	0	0	0	0	27	0
Cluster-2868.0	0	0	0	0	12	0
Cluster-2868.1	0	0	0	2	7	0
Cluster-2869.0	0	0	0	0	15	0
Cluster-2870.0	0	0	0	0	37	27
Cluster-2871.0	0	0	0	0	30	0
Cluster-2872.0	0	0	0	0	11	0
Cluster-2873.0	0	0	0	0	16	0
Cluster-2874.0	0	0	0	0	6	33
Cluster-2875.0	0	0	0	0	31	0
Cluster-2876.0	0	0	0	0	11	0
Cluster-2877.0	0	0	0	0	13	0
Cluster-2878.0	0	0	0	0	12	0
Cluster-2879.0	0	0	0	0	20	0
Cluster-2880.0	0	0	0	0	15	36
Cluster-2881.0	0	0	0	0	19	0
Cluster-2882.0	0	0	0	0	20	0
Cluster-2883.0	0	0	0	0	13	16
Cluster-2884.0	0	0	0	0	10	0
Cluster-2885.0	0	0	0	0	17	0
Cluster-2886.0	0	0	0	0	16	0
Cluster-2887.0	0	0	0	0	11	0
Cluster-2888.0	0	0	0	0	5	29
Cluster-2889.0	514	103	155	141	372	151
Cluster-2890.0	0	0	0	0	16	0
Cluster-2891.0	0	0	0	0	19	0
Cluster-2892.0	0	0	0	0	19	58
Cluster-2893.0	0	0	0	0	25	0
Cluster-2894.0	0	0	0	0	14	0
Cluster-2895.0	0	0	0	0	8	19
Cluster-2896.0	0	0	0	0	21	0
Cluster-2896.1	364	406	291	498	425	241
Cluster-2896.2	47	87	158	73	34	45
Cluster-2896.3	0	27	13	12	31	35
Cluster-2897.0	0	0	0	0	17	0
Cluster-2897.1	0	0	0	7	32	0
Cluster-2897.2	44	145	132	217	153	20
Cluster-2898.0	0	0	0	0	3	28
Cluster-2899.0	0	0	0	0	4	12
Cluster-2900.0	0	0	0	0	16	0
Cluster-2901.0	0	0	0	0	11	0
Cluster-2902.0	0	0	0	0	10	0
Cluster-2903.0	0	0	0	0	13	0
Cluster-2904.0	0	0	0	0	12	0
Cluster-2905.0	0	0	0	0	18	0
Cluster-2906.0	0	0	0	0	23	0
Cluster-2907.0	0	0	0	0	5	42
Cluster-2908.0	0	0	0	0	12	0
Cluster-2909.0	0	0	0	0	11	0
Cluster-2910.0	0	0	0	0	21	0
Cluster-2911.0	0	0	0	0	11	0
Cluster-2912.0	0	0	0	0	12	0
Cluster-2913.0	0	0	0	0	9	11
Cluster-2914.0	0	0	0	0	23	0
Cluster-2915.0	0	0	0	0	13	0
Cluster-2916.0	0	0	0	0	12	0
Cluster-2917.0	0	0	0	0	22	0
Cluster-2918.0	0	0	0	0	11	0
Cluster-2919.0	0	0	0	0	34	34
Cluster-2920.0	0	0	0	0	15	0
Cluster-2921.0	0	0	0	0	12	0
Cluster-2922.0	0	0	0	0	16	0
Cluster-2923.0	0	0	0	0	20	29
Cluster-2924.0	0	0	0	0	16	21
Cluster-2925.0	0	0	0	0	15	0
Cluster-2926.0	0	0	0	0	14	0
Cluster-2927.0	0	0	0	0	13	0
Cluster-2928.0	0	0	0	0	14	0
Cluster-2929.0	0	0	0	0	13	0
Cluster-2930.0	0	0	0	0	17	0
Cluster-2931.0	0	0	29	18	14	9
Cluster-2932.0	0	0	0	0	30	39
Cluster-2933.0	0	0	0	0	17	0
Cluster-2934.0	0	0	0	0	14	0
Cluster-2935.0	0	0	0	0	4	19
Cluster-2936.0	0	0	0	0	4	33
Cluster-2937.0	0	0	0	0	16	0
Cluster-2938.0	0	0	0	0	27	0
Cluster-2938.1	0	0	29	11	164	15
Cluster-2939.0	0	0	0	0	23	0
Cluster-2939.1	0	0	0	18	11	16
Cluster-2939.2	0	0	0	7	8	2
Cluster-2940.0	0	0	0	0	17	22
Cluster-2941.0	0	0	0	0	11	0
Cluster-2942.0	0	0	0	0	4	24
Cluster-2943.0	0	0	0	0	11	0
Cluster-2944.0	0	0	0	0	32	0
Cluster-2945.0	0	0	0	0	14	0
Cluster-2946.0	0	0	0	0	11	0
Cluster-2947.0	0	0	0	0	16	0
Cluster-2948.0	0	0	0	0	15	13
Cluster-2949.0	0	0	0	0	10	0
Cluster-2950.0	0	0	0	0	15	34
Cluster-2951.0	0	0	0	0	28	0
Cluster-2952.0	0	0	0	0	40	0
Cluster-2953.0	0	0	0	0	13	0
Cluster-2954.0	0	0	0	0	13	0
Cluster-2955.0	0	0	0	0	12	41
Cluster-2956.0	0	0	0	0	14	0
Cluster-2957.0	0	0	0	0	6	34
Cluster-2958.0	0	0	0	0	16	0
Cluster-2959.0	0	0	0	0	37	0
Cluster-2960.0	0	0	0	0	8	28
Cluster-2961.0	0	0	0	0	10	0
Cluster-2962.0	0	0	0	0	14	0
Cluster-2963.0	0	0	0	0	16	0
Cluster-2964.0	0	0	0	0	10	0
Cluster-2965.0	0	0	0	0	14	0
Cluster-2966.0	0	0	0	0	11	0
Cluster-2967.0	0	0	0	0	12	0
Cluster-2968.0	0	0	0	0	10	0
Cluster-2969.0	0	0	0	0	14	0
Cluster-2970.0	0	0	0	0	23	38
Cluster-2971.0	0	0	0	0	14	0
Cluster-2972.0	0	0	0	0	2	27
Cluster-2973.0	0	0	0	0	10	0
Cluster-2974.0	0	0	0	0	10	0
Cluster-2975.0	0	0	0	0	10	0
Cluster-2976.0	0	0	0	0	13	0
Cluster-2977.0	0	0	0	0	10	0
Cluster-2978.0	0	0	0	0	27	0
Cluster-2979.0	0	0	0	0	11	0
Cluster-2980.0	0	0	0	0	7	33
Cluster-2981.0	0	0	0	0	2	35
Cluster-2982.0	0	0	0	0	16	0
Cluster-2983.0	0	0	0	0	12	0
Cluster-2984.0	0	0	0	0	17	0
Cluster-2985.0	0	0	0	0	17	0
Cluster-2986.0	0	0	0	0	10	0
Cluster-2987.0	0	0	0	0	13	0
Cluster-2988.0	0	0	0	0	24	0
Cluster-2989.0	0	0	0	0	6	19
Cluster-2990.0	0	0	0	0	14	0
Cluster-2991.0	0	0	0	0	14	0
Cluster-2992.0	0	0	0	0	10	44
Cluster-2993.0	0	0	0	0	12	3
Cluster-2994.0	0	0	0	0	10	29
Cluster-2995.0	0	0	0	0	18	25
Cluster-2996.0	0	0	0	0	51	0
Cluster-2997.0	0	0	0	0	41	50
Cluster-2998.0	0	0	0	0	14	0
Cluster-2999.0	0	0	0	0	30	0
Cluster-3000.0	0	0	0	0	10	0
Cluster-3001.0	0	0	0	0	15	0
Cluster-3002.0	0	0	0	0	17	0
Cluster-3003.0	0	0	0	0	27	0
Cluster-3004.0	0	0	0	0	29	0
Cluster-3005.0	0	0	0	0	15	17
Cluster-3006.0	0	0	0	0	8	26
Cluster-3007.0	0	0	0	0	13	0
Cluster-3008.0	0	0	0	0	25	9
Cluster-3009.0	0	0	0	0	10	0
Cluster-3010.0	0	0	0	0	25	0
Cluster-3010.1	99	111	44	198	174	145
Cluster-3011.0	0	0	0	0	10	0
Cluster-3012.0	0	0	0	0	19	0
Cluster-3013.0	0	0	0	0	4	14
Cluster-3014.0	0	0	0	0	24	0
Cluster-3015.0	0	0	0	0	34	0
Cluster-3015.1	0	0	34	36	30	21
Cluster-3016.0	0	0	0	0	9	38
Cluster-3017.0	0	0	0	0	10	0
Cluster-3018.0	0	0	0	0	8	21
Cluster-3018.1	45	0	86	48	63	132
Cluster-3019.0	0	0	0	0	12	0
Cluster-3020.0	0	0	0	0	24	0
Cluster-3021.0	0	0	0	0	1	19
Cluster-3022.0	0	0	0	0	9	43
Cluster-3023.0	0	0	0	0	7	11
Cluster-3024.0	0	0	0	0	12	0
Cluster-3024.1	0	0	0	0	36	0
Cluster-3025.0	0	0	0	0	12	0
Cluster-3026.0	0	0	0	0	16	0
Cluster-3027.0	0	0	0	0	14	90
Cluster-3028.0	0	0	0	0	8	24
Cluster-3029.0	0	0	0	0	10	0
Cluster-3030.0	0	0	0	0	12	0
Cluster-3031.0	0	0	0	0	147	0
Cluster-3032.0	0	0	0	0	10	0
Cluster-3033.0	0	0	0	0	16	0
Cluster-3034.0	0	0	0	0	6	20
Cluster-3035.0	0	0	0	0	7	28
Cluster-3036.0	0	0	0	0	12	0
Cluster-3037.0	0	0	0	0	15	0
Cluster-3038.0	0	0	0	0	19	0
Cluster-3039.0	0	0	0	0	19	0
Cluster-3040.0	0	0	0	0	28	0
Cluster-3040.1	0	0	0	0	8	0
Cluster-3040.2	136	682	424	690	741	666
Cluster-3041.0	0	0	0	0	13	31
Cluster-3042.0	0	0	0	0	12	0
Cluster-3043.0	0	0	0	0	17	16
Cluster-3044.0	0	0	0	0	10	0
Cluster-3045.0	0	0	0	0	5	31
Cluster-3046.0	0	0	0	0	12	0
Cluster-3047.0	0	0	0	0	4	32
Cluster-3047.1	0	0	0	0	9	21
Cluster-3048.0	0	0	0	0	13	0
Cluster-3049.0	0	0	0	0	11	0
Cluster-3050.0	0	0	0	0	23	0
Cluster-3051.0	0	0	0	0	32	0
Cluster-3052.0	0	0	0	0	12	0
Cluster-3053.0	0	0	0	0	12	0
Cluster-3053.1	0	17	0	17	6	0
Cluster-3054.0	0	0	0	0	10	0
Cluster-3055.0	0	0	0	0	8	71
Cluster-3056.0	0	0	0	0	16	0
Cluster-3057.0	0	0	0	0	13	0
Cluster-3058.0	0	0	0	0	17	0
Cluster-3059.0	0	0	0	0	13	0
Cluster-3060.0	0	0	0	0	3	34
Cluster-3061.0	0	0	0	0	31	0
Cluster-3062.0	0	0	0	0	10	0
Cluster-3063.0	0	0	0	0	27	11
Cluster-3064.0	0	0	0	0	20	0
Cluster-3065.0	0	0	0	0	14	0
Cluster-3066.0	0	0	0	0	11	0
Cluster-3067.0	0	0	0	0	8	23
Cluster-3068.0	0	0	0	0	10	0
Cluster-3069.0	0	0	0	0	22	15
Cluster-3070.0	0	0	0	0	17	0
Cluster-3071.0	0	0	0	0	11	0
Cluster-3072.0	0	0	0	0	12	0
Cluster-3073.0	0	0	0	0	24	0
Cluster-3074.0	0	0	0	0	3	16
Cluster-3075.0	0	0	0	0	16	0
Cluster-3076.0	0	0	0	0	18	0
Cluster-3077.0	0	0	0	0	14	0
Cluster-3078.0	0	0	0	0	13	0
Cluster-3079.0	0	0	0	0	7	0
Cluster-3079.1	0	0	0	0	6	18
Cluster-3080.0	0	0	0	0	2	34
Cluster-3081.0	0	0	0	0	13	0
Cluster-3082.0	0	0	0	0	13	0
Cluster-3082.1	0	0	0	10	6	0
Cluster-3083.0	0	0	0	0	15	0
Cluster-3084.0	0	0	0	0	1	24
Cluster-3085.0	0	0	0	0	8	18
Cluster-3086.0	0	0	0	0	12	0
Cluster-3087.0	0	0	0	0	11	8
Cluster-3088.0	0	0	0	0	20	0
Cluster-3089.0	0	0	0	0	28	0
Cluster-3090.0	0	0	0	0	5	16
Cluster-3091.0	0	0	0	0	13	0
Cluster-3092.0	0	0	0	0	12	0
Cluster-3093.0	0	0	0	0	19	42
Cluster-3094.0	0	0	0	0	2	14
Cluster-3095.0	0	0	0	4	30	30
Cluster-3096.0	0	0	0	0	4	27
Cluster-3097.0	0	0	0	0	18	0
Cluster-3098.0	0	0	0	0	3	21
Cluster-3099.0	0	0	0	0	16	0
Cluster-3100.0	0	0	0	0	29	22
Cluster-3100.1	0	0	0	4	29	0
Cluster-3100.2	0	0	0	5	6	0
Cluster-3101.0	0	0	0	0	13	0
Cluster-3102.0	0	0	0	0	55	0
Cluster-3103.0	0	0	0	0	40	0
Cluster-3104.0	0	0	0	0	14	0
Cluster-3105.0	0	0	0	0	3	11
Cluster-3106.0	0	0	0	0	12	0
Cluster-3107.0	0	0	0	0	27	0
Cluster-3108.0	0	0	0	0	32	0
Cluster-3109.0	0	0	0	0	21	15
Cluster-3110.0	0	0	0	0	10	0
Cluster-3111.0	0	0	0	0	15	0
Cluster-3112.0	0	0	0	0	30	0
Cluster-3113.0	0	0	0	0	34	44
Cluster-3114.0	0	0	0	5	12	0
Cluster-3114.1	0	0	0	1	18	0
Cluster-3115.0	0	0	0	0	23	0
Cluster-3116.0	0	0	0	0	12	0
Cluster-3117.0	0	0	0	0	26	0
Cluster-3118.0	0	0	0	0	40	0
Cluster-3119.0	0	0	0	0	35	0
Cluster-3120.0	0	0	0	0	15	8
Cluster-3121.0	0	0	0	0	16	0
Cluster-3122.0	0	0	0	0	12	13
Cluster-3123.0	0	0	0	0	18	0
Cluster-3124.0	0	0	0	0	7	0
Cluster-3124.1	0	0	0	0	6	0
Cluster-3124.2	0	0	0	0	25	0
Cluster-3125.0	0	0	0	0	18	0
Cluster-3126.0	0	0	0	0	16	0
Cluster-3127.0	0	0	0	0	14	0
Cluster-3128.0	0	0	0	0	12	0
Cluster-3129.0	0	0	0	0	20	0
Cluster-3130.0	0	0	0	0	9	33
Cluster-3131.0	0	0	0	0	18	16
Cluster-3132.0	0	0	0	0	24	0
Cluster-3132.1	0	0	0	22	33	19
Cluster-3133.0	0	0	0	0	5	86
Cluster-3134.0	0	0	0	0	20	0
Cluster-3135.0	0	0	0	0	23	31
Cluster-3136.0	0	0	0	0	15	0
Cluster-3137.0	0	0	0	0	9	36
Cluster-3138.0	0	0	0	0	15	0
Cluster-3139.0	0	0	0	0	22	0
Cluster-3140.0	0	0	0	0	14	0
Cluster-3141.0	0	0	0	0	22	0
Cluster-3142.0	0	0	0	0	2	24
Cluster-3143.0	0	0	0	0	21	0
Cluster-3144.0	0	0	0	0	5	13
Cluster-3145.0	0	0	0	0	17	20
Cluster-3146.0	0	0	0	0	13	0
Cluster-3147.0	0	0	0	0	10	0
Cluster-3148.0	0	0	0	0	12	0
Cluster-3149.0	0	0	0	0	24	17
Cluster-3150.0	0	0	0	0	23	0
Cluster-3151.0	0	0	0	0	10	28
Cluster-3152.0	0	0	0	0	13	0
Cluster-3153.0	0	0	0	0	13	0
Cluster-3154.0	0	0	0	0	6	12
Cluster-3155.0	0	0	0	0	16	0
Cluster-3156.0	0	0	0	0	10	0
Cluster-3157.0	0	0	0	0	12	0
Cluster-3158.0	0	0	0	0	6	45
Cluster-3159.0	0	0	0	0	5	12
Cluster-3160.0	0	0	0	0	12	0
Cluster-3161.0	0	0	0	0	12	0
Cluster-3162.0	0	0	0	0	9	24
Cluster-3163.0	0	0	0	0	3	12
Cluster-3164.0	0	0	0	0	11	0
Cluster-3165.0	0	0	0	0	5	33
Cluster-3166.0	0	0	0	0	11	0
Cluster-3167.0	0	0	0	0	11	0
Cluster-3168.0	0	0	0	0	6	38
Cluster-3169.0	0	0	0	0	16	0
Cluster-3170.0	0	0	0	0	10	0
Cluster-3171.0	0	0	0	0	24	0
Cluster-3172.0	0	0	0	0	14	0
Cluster-3173.0	0	0	0	0	14	0
Cluster-3174.0	0	0	0	0	11	0
Cluster-3175.0	0	0	0	0	14	0
Cluster-3175.1	353	368	320	522	271	251
Cluster-3176.0	0	0	0	0	6	42
Cluster-3177.0	0	0	0	0	11	0
Cluster-3178.0	0	0	0	0	2	16
Cluster-3179.0	0	0	0	0	4	17
Cluster-3180.0	0	0	0	0	22	0
Cluster-3181.0	0	0	0	0	4	43
Cluster-3182.0	0	0	0	0	10	0
Cluster-3183.0	0	0	0	0	12	0
Cluster-3184.0	0	0	0	0	9	30
Cluster-3185.0	0	0	0	0	11	0
Cluster-3186.0	0	0	0	0	11	0
Cluster-3187.0	0	0	0	0	10	0
Cluster-3188.0	0	0	0	0	6	38
Cluster-3189.0	0	0	0	0	12	0
Cluster-3190.0	0	0	0	0	11	0
Cluster-3191.0	0	0	0	0	11	0
Cluster-3192.0	0	0	0	0	13	0
Cluster-3193.0	0	0	0	0	11	0
Cluster-3194.0	0	0	0	0	10	0
Cluster-3195.0	0	0	0	0	10	0
Cluster-3196.0	0	0	0	0	11	0
Cluster-3197.0	0	0	0	0	13	0
Cluster-3198.0	0	0	0	0	10	0
Cluster-3199.0	0	0	0	0	15	0
Cluster-3200.0	0	0	0	0	12	0
Cluster-3201.0	0	0	0	0	14	0
Cluster-3202.0	0	0	0	0	10	0
Cluster-3203.0	0	0	0	0	14	0
Cluster-3204.0	0	0	0	0	10	0
Cluster-3205.0	0	0	0	0	12	0
Cluster-3206.0	0	0	0	0	10	0
Cluster-3207.0	0	0	0	0	10	0
Cluster-3208.0	0	0	0	0	10	0
Cluster-3209.0	0	0	0	0	14	0
Cluster-3210.0	0	0	0	0	10	0
Cluster-3211.0	0	0	0	0	11	0
Cluster-3212.0	0	0	0	0	11	0
Cluster-3213.0	0	0	0	0	10	0
Cluster-3214.0	0	0	0	0	12	0
Cluster-3215.0	0	0	0	0	14	0
Cluster-3216.0	0	0	0	0	15	0
Cluster-3217.0	0	0	0	0	12	37
Cluster-3218.0	0	0	0	0	25	0
Cluster-3219.0	0	0	0	0	15	0
Cluster-3220.0	0	0	0	0	44	0
Cluster-3221.0	0	0	0	0	6	43
Cluster-3222.0	0	0	0	0	15	0
Cluster-3223.0	0	0	0	0	35	0
Cluster-3224.0	0	0	0	0	3	34
Cluster-3225.0	0	0	0	0	18	0
Cluster-3226.0	0	0	0	0	2	25
Cluster-3226.1	0	0	0	0	12	0
Cluster-3227.0	0	0	0	0	17	0
Cluster-3228.0	0	0	0	0	10	0
Cluster-3229.0	0	0	0	0	10	0
Cluster-3230.0	0	0	0	0	10	0
Cluster-3231.0	0	0	0	0	18	0
Cluster-3232.0	0	0	0	0	14	0
Cluster-3233.0	0	0	0	0	10	0
Cluster-3234.0	0	0	0	0	10	14
Cluster-3235.0	0	0	0	0	12	0
Cluster-3236.0	0	0	0	0	8	12
Cluster-3237.0	0	0	0	0	10	21
Cluster-3238.0	0	0	0	0	23	0
Cluster-3239.0	0	0	0	0	17	0
Cluster-3240.0	0	0	0	0	11	0
Cluster-3241.0	0	0	0	0	9	36
Cluster-3242.0	0	0	0	0	13	35
Cluster-3243.0	0	0	0	0	10	0
Cluster-3244.0	0	0	0	0	11	0
Cluster-3245.0	0	0	0	0	15	0
Cluster-3246.0	0	0	0	0	5	33
Cluster-3247.0	0	0	0	0	23	0
Cluster-3248.0	0	0	0	0	20	0
Cluster-3249.0	0	0	0	0	14	0
Cluster-3250.0	0	0	0	0	11	34
Cluster-3251.0	0	0	0	21	25	0
Cluster-3252.0	0	0	0	0	15	0
Cluster-3253.0	0	0	0	0	17	0
Cluster-3254.0	0	0	0	0	18	0
Cluster-3255.0	0	0	0	0	18	0
Cluster-3256.0	0	0	0	0	21	0
Cluster-3257.0	0	0	0	0	16	0
Cluster-3258.0	0	0	0	0	11	0
Cluster-3259.0	0	0	0	0	6	38
Cluster-3260.0	0	0	0	0	3	18
Cluster-3261.0	0	0	0	0	30	0
Cluster-3262.0	0	0	0	0	4	41
Cluster-3263.0	0	0	0	0	40	0
Cluster-3264.0	0	0	0	0	5	34
Cluster-3265.0	0	0	0	0	4	10
Cluster-3266.0	0	0	0	0	11	0
Cluster-3267.0	0	0	0	0	13	0
Cluster-3268.0	0	0	0	0	6	16
Cluster-3269.0	0	0	0	0	17	0
Cluster-3270.0	0	0	0	0	10	10
Cluster-3271.0	0	0	0	0	11	34
Cluster-3272.0	0	0	0	0	14	0
Cluster-3273.0	0	0	0	0	17	0
Cluster-3274.0	0	0	0	0	2	24
Cluster-3275.0	0	0	0	0	7	36
Cluster-3276.0	0	0	0	0	18	0
Cluster-3277.0	0	0	0	0	9	9
Cluster-3277.1	0	0	0	0	8	8
Cluster-3278.0	0	0	0	0	13	28
Cluster-3279.0	0	0	0	0	4	19
Cluster-3280.0	0	0	0	0	10	18
Cluster-3281.0	0	0	0	0	7	34
Cluster-3282.0	0	0	0	0	2	16
Cluster-3283.0	0	0	0	0	18	0
Cluster-3284.0	0	0	0	0	12	0
Cluster-3285.0	0	0	0	0	4	31
Cluster-3286.0	0	0	0	0	1	14
Cluster-3287.0	0	0	0	0	12	0
Cluster-3288.0	0	0	0	0	11	0
Cluster-3289.0	0	0	0	0	12	0
Cluster-3290.0	0	0	0	0	8	27
Cluster-3291.0	0	0	0	0	12	0
Cluster-3292.0	0	0	0	0	4	30
Cluster-3293.0	0	0	0	0	11	0
Cluster-3294.0	0	0	0	0	1	19
Cluster-3295.0	0	0	0	0	6	15
Cluster-3296.0	0	0	0	0	13	0
Cluster-3297.0	0	0	0	0	4	13
Cluster-3298.0	0	0	0	0	16	0
Cluster-3299.0	0	0	0	0	12	0
Cluster-3300.0	0	0	0	0	4	12
Cluster-3301.0	0	0	0	0	10	0
Cluster-3302.0	0	0	0	0	13	0
Cluster-3303.0	0	0	0	0	14	0
Cluster-3304.0	0	0	0	0	11	0
Cluster-3305.0	0	0	0	0	10	0
Cluster-3306.0	0	0	0	0	13	0
Cluster-3307.0	0	0	0	0	19	0
Cluster-3308.0	0	0	0	0	3	34
Cluster-3309.0	0	0	0	0	10	0
Cluster-3310.0	0	0	0	0	9	0
Cluster-3310.1	0	52	93	108	429	126
Cluster-3311.0	0	0	0	0	11	0
Cluster-3312.0	0	0	0	0	11	0
Cluster-3313.0	0	0	0	0	8	12
Cluster-3314.0	0	0	0	0	11	0
Cluster-3315.0	0	0	0	0	8	18
Cluster-3316.0	0	0	0	0	43	0
Cluster-3317.0	0	0	0	0	15	0
Cluster-3318.0	0	0	0	0	30	0
Cluster-3319.0	0	0	0	0	10	0
Cluster-3320.0	0	0	0	0	13	0
Cluster-3321.0	0	0	0	0	15	0
Cluster-3322.0	0	0	0	0	54	0
Cluster-3323.0	0	0	0	0	18	36
Cluster-3324.0	0	0	0	0	44	0
Cluster-3325.0	0	0	0	0	14	0
Cluster-3326.0	0	0	0	0	6	7
Cluster-3327.0	0	0	0	0	12	0
Cluster-3327.1	43	135	146	180	139	96
Cluster-3328.0	0	0	0	0	13	0
Cluster-3329.0	0	0	0	0	6	12
Cluster-3330.0	0	0	0	0	21	0
Cluster-3331.0	0	0	0	0	17	0
Cluster-3332.0	0	0	0	0	21	0
Cluster-3333.0	0	0	0	0	19	0
Cluster-3334.0	0	0	0	0	4	17
Cluster-3335.0	0	0	0	0	11	0
Cluster-3336.0	0	0	0	0	13	0
Cluster-3337.0	0	0	0	0	2	39
Cluster-3338.0	0	0	0	0	10	0
Cluster-3339.0	0	0	0	0	23	0
Cluster-3340.0	0	0	0	0	10	0
Cluster-3341.0	0	0	0	0	9	50
Cluster-3342.0	0	0	0	0	13	37
Cluster-3343.0	0	0	0	0	11	0
Cluster-3344.0	0	0	0	0	13	0
Cluster-3345.0	0	0	0	0	16	0
Cluster-3346.0	0	0	0	0	18	0
Cluster-3347.0	0	0	0	0	7	11
Cluster-3348.0	0	0	0	0	14	32
Cluster-3349.0	0	0	0	0	1	20
Cluster-3350.0	0	0	0	0	10	32
Cluster-3351.0	0	0	0	0	11	25
Cluster-3352.0	0	0	0	0	15	0
Cluster-3353.0	0	0	0	0	13	0
Cluster-3354.0	0	0	0	0	4	42
Cluster-3355.0	0	0	0	0	11	0
Cluster-3356.0	0	0	0	0	10	0
Cluster-3357.0	0	0	0	0	12	0
