	PV2	PV5	PV6	PV7	PV8	PV9
Cluster-20660.9846	1415	780	1156	874	938	764
Cluster-20660.9847	397	833	679	658	560	682
Cluster-20660.9848	1506	1015	1996	462	1791	1316
Cluster-20660.9849	1718	1562	1416	1858	1648	1296
Cluster-20660.9850	0	71	43	37	16	0
Cluster-20660.9851	236	9	131	26	20	46
Cluster-20660.9852	37	29	132	66	30	65
Cluster-20660.9853	53	238	222	138	92	50
Cluster-20660.9854	925	1189	992	1441	1607	1573
Cluster-20660.9855	0	6	3	1	43	16
Cluster-20660.9856	247	155	158	267	37	245
Cluster-20660.9857	1276	351	324	678	93	310
Cluster-20660.9858	0	64	9	27	6	107
Cluster-20660.9859	1758	1411	1016	2634	2457	1610
Cluster-20660.9860	435	472	326	338	408	379
Cluster-20660.9861	1761	1299	1486	1851	1747	1610
Cluster-20660.9862	756	420	631	652	407	554
Cluster-20660.9863	1350	999	1012	1198	895	1055
Cluster-20660.9864	0	46	0	25	11	0
Cluster-20660.9865	2564	845	1442	942	737	730
Cluster-20660.9866	1447	793	1348	1802	2906	1489
Cluster-20660.9867	1548	2168	2530	2029	1803	2129
Cluster-20660.9868	1900	1366	1391	2382	2139	1822
Cluster-20660.9869	1231	1039	1106	1405	1578	1303
Cluster-20660.9870	241	288	171	238	144	125
Cluster-20660.9871	1976	1676	2263	1773	2102	1639
Cluster-20660.9872	2386	1593	2777	1146	1559	1348
Cluster-20660.9873	1120	518	312	615	602	726
Cluster-20660.9874	1262	999	1507	2460	1624	1367
Cluster-20660.9875	0	15	17	50	23	47
Cluster-20660.9876	80945	114222	115057	136531	95882	118835
Cluster-20660.9877	506	202	229	253	431	181
Cluster-20660.9878	1619	617	563	514	473	264
Cluster-20660.9879	351	306	504	438	304	272
Cluster-20660.9880	318	362	658	396	370	503
Cluster-20660.9881	1229	2057	864	536	2556	787
Cluster-20660.9882	42	0	127	56	84	150
Cluster-20660.9883	268	273	223	219	182	145
Cluster-20660.9884	0	0	27	31	83	2
Cluster-20660.9885	72	21	30	28	20	0
Cluster-20660.9886	623	457	459	722	1085	748
Cluster-20660.9887	0	43	64	26	59	30
Cluster-20660.9888	0	45	0	24	53	0
Cluster-20660.9889	1584	1047	1967	2078	1899	993
Cluster-20660.9890	175	9	0	55	50	24
Cluster-20660.9891	1002	513	584	661	648	231
Cluster-20660.9892	87	242	150	144	91	134
Cluster-20660.9893	3123	3167	650	2051	6681	2498
Cluster-20660.9894	808	887	801	1056	836	546
Cluster-20660.9895	2012	3311	6953	3600	823	2588
Cluster-20660.9896	0	16	36	0	0	23
Cluster-20660.9897	186	91	111	96	74	70
Cluster-20660.9898	3579	2488	2257	2361	2331	2006
Cluster-20660.9899	268	88	68	88	148	87
Cluster-20660.9900	432	827	1060	1345	960	659
Cluster-20660.9901	177	163	172	310	155	229
Cluster-20660.9902	348	172	46	165	85	206
Cluster-20660.9903	360	370	763	368	296	534
Cluster-20660.9904	3748	3933	3659	3114	3874	3438
Cluster-20660.9905	3941	4565	4678	4567	4749	4397
Cluster-20660.9906	2951	2263	3899	1328	6882	3755
Cluster-20660.9907	82	231	250	194	170	157
Cluster-20660.9908	1	74	173	103	43	80
Cluster-20660.9909	1711	1364	1495	1150	1882	1254
Cluster-20660.9910	0	0	0	25	6	0
Cluster-20660.9911	3455	2807	4209	5511	2420	2897
Cluster-20660.9912	229	249	569	458	440	211
Cluster-20660.9913	1074	2270	2581	1245	1113	1509
Cluster-20660.9914	5256	6303	5835	7102	3103	5304
Cluster-20660.9915	279	547	397	534	502	484
Cluster-20660.9916	2950	1464	2112	2344	2140	2098
Cluster-20660.9917	403	175	532	432	258	380
Cluster-20660.9918	615	1376	1387	1668	1069	1180
Cluster-20660.9919	4399	7340	6125	7788	4752	8881
Cluster-20660.9920	650	388	908	1101	1109	817
Cluster-20660.9921	89	78	193	258	432	415
Cluster-20660.9922	1241	738	1114	665	1228	633
Cluster-20660.9923	207	246	233	217	342	451
Cluster-20660.9924	59	121	48	46	137	171
Cluster-20660.9925	802	1824	861	888	1143	1222
Cluster-20660.9926	186	14	102	39	36	58
Cluster-20660.9927	450	282	442	477	418	282
Cluster-20660.9928	494	251	188	316	293	173
Cluster-20660.9929	809	491	616	588	626	576
Cluster-20660.9930	1882	2192	2878	2752	3230	2950
Cluster-20660.9931	3235	4298	3948	3390	3623	3426
Cluster-20660.9932	2182	3383	4031	2925	2621	3335
Cluster-20660.9933	348	44	72	43	130	308
Cluster-20660.9934	2003	624	1524	337	1443	1526
Cluster-20660.9935	966	1002	1176	1591	1342	813
Cluster-20660.9936	2069	1097	1711	1122	1505	1142
Cluster-20660.9937	447	318	394	510	666	695
Cluster-20660.9938	2571	1204	1825	2021	2247	1636
Cluster-20660.9939	4087	3148	3964	4571	4637	4815
Cluster-20660.9940	4142	1317	2288	1753	3857	1311
Cluster-20660.9941	1462	2034	1914	1360	849	1002
Cluster-20660.9942	726	388	723	846	839	814
Cluster-20660.9943	272	206	266	208	300	363
Cluster-20660.9944	850	1247	1312	1547	1505	1599
Cluster-20660.9945	0	0	0	50	53	0
Cluster-20660.9946	3278	3254	3310	5062	4240	4252
Cluster-20660.9947	1068	775	982	1048	983	667
Cluster-20660.9948	4409	3987	5997	3580	3500	3845
Cluster-20660.9949	723	517	782	586	356	510
Cluster-20660.9950	0	0	0	0	36	0
Cluster-20660.9951	1091	1752	905	1111	1028	1372
Cluster-20660.9952	345	230	193	239	247	351
Cluster-20660.9953	5770	2866	4651	2281	2088	2717
Cluster-20660.9954	373	435	535	513	437	250
Cluster-20660.9955	128	178	377	197	248	417
Cluster-20660.9956	199	104	137	149	94	197
Cluster-20660.9957	808	599	873	918	1066	792
Cluster-20660.9958	2329	1533	1484	1770	1901	1486
Cluster-20660.9959	0	0	0	0	15	0
Cluster-20660.9960	86	0	0	0	0	0
Cluster-20660.9961	74	187	337	252	279	339
Cluster-20660.9962	436	359	460	575	523	501
Cluster-20660.9963	0	12	0	22	15	12
Cluster-20660.9964	2328	1299	1762	1430	1370	1532
Cluster-20660.9965	116	177	49	189	125	142
Cluster-20660.9966	0	133	53	54	114	59
Cluster-20660.9967	1570	1364	1489	2132	1900	1822
Cluster-20660.9968	0	0	0	18	30	0
Cluster-20660.9969	824	1047	798	663	1077	938
Cluster-20660.9970	0	0	0	13	7	0
Cluster-20660.9971	1688	1539	1689	1806	1344	1440
Cluster-20660.9972	836	887	965	1151	465	401
Cluster-20660.9973	203	395	642	366	269	392
Cluster-20660.9974	288	378	117	366	352	405
Cluster-20660.9975	3101	3469	1569	3096	2625	2427
Cluster-20660.9976	584	331	677	238	62	191
Cluster-20660.9977	0	151	60	77	0	29
Cluster-20660.9978	1830	1772	2080	2017	1058	1258
Cluster-20660.9979	284	262	141	156	48	124
Cluster-20660.9980	0	0	35	18	15	52
Cluster-20660.9981	524	1167	1292	1578	1669	1402
Cluster-20660.9982	8065	3393	2670	12258	1968	5887
Cluster-20660.9983	568	690	649	879	516	762
Cluster-20660.9984	1375	470	543	755	293	489
Cluster-20660.9985	1663	2458	3944	818	617	2583
Cluster-20660.9986	305	374	389	582	713	462
Cluster-20660.9987	408	717	292	170	340	655
Cluster-20660.9988	0	166	207	248	220	107
Cluster-20660.9989	2411	1648	1502	1238	1017	1724
Cluster-20660.9990	3098	3032	3884	3938	3676	4649
Cluster-20660.9991	297	516	2481	227	847	975
Cluster-20660.9992	580	746	1022	1051	705	910
Cluster-20660.9993	95	0	0	9	12	0
Cluster-20660.9994	454	708	724	1093	707	607
Cluster-20660.9995	1175	755	1469	1190	611	1277
Cluster-20660.9996	212	142	185	185	195	82
Cluster-20660.9997	155	226	133	202	349	114
Cluster-20660.9998	1460	1699	1698	1840	3044	2149
Cluster-20660.9999	316	497	814	857	447	1074
Cluster-20660.10000	78	574	1008	546	309	440
Cluster-20660.10001	5212	5075	6296	3181	1660	2922
Cluster-20660.10002	0	16	0	31	30	11
Cluster-20660.10003	81	105	45	32	9	23
Cluster-20660.10004	1190	1135	1302	1493	641	743
Cluster-20660.10005	1015	390	438	350	1449	927
Cluster-20660.10006	165	105	52	62	175	131
Cluster-20660.10007	1814	2305	1339	1912	1444	1576
Cluster-20660.10008	228	34	112	232	203	177
Cluster-20660.10009	0	105	46	79	111	153
Cluster-20660.10010	0	0	16	6	12	0
Cluster-20660.10011	150	377	179	403	270	311
Cluster-20660.10012	235	513	521	665	669	494
Cluster-20660.10013	1287	1006	1551	2119	1130	1279
Cluster-20660.10014	284	151	319	257	109	240
Cluster-20660.10015	976	1055	862	1525	1547	1150
Cluster-20660.10016	233	70	327	56	217	289
Cluster-20660.10017	896	1208	1387	1517	2146	1766
Cluster-20660.10018	113	107	12	56	8	30
Cluster-20660.10019	1023	826	1620	1297	1159	1123
Cluster-20660.10020	1027	1059	1551	1481	1532	1718
Cluster-20660.10021	115	413	439	154	74	145
Cluster-20660.10022	1704	2006	2446	1402	1443	1754
Cluster-20660.10023	1174	793	1592	891	997	668
Cluster-20660.10024	6931	5224	6848	1718	5900	4239
Cluster-20660.10025	138	96	59	15	67	58
Cluster-20660.10026	1949	1477	2364	1019	2253	2201
Cluster-20660.10027	103	235	228	321	149	183
Cluster-20660.10028	1525	1207	1840	1898	1047	1626
Cluster-20660.10029	859	1288	951	920	931	1012
Cluster-20660.10030	114	614	77	80	354	1061
Cluster-20660.10031	0	1	0	15	16	14
Cluster-20660.10032	2954	1922	3136	2320	1518	1620
Cluster-20660.10033	0	29	0	16	25	0
Cluster-20660.10034	217	0	243	139	152	80
Cluster-20660.10035	3640	14440	4371	10674	11643	14894
Cluster-20660.10036	797	826	704	455	421	795
Cluster-20660.10037	0	18	38	133	104	54
Cluster-20660.10038	1126	701	745	807	829	979
Cluster-20660.10039	4498	1972	1593	2472	1084	1445
Cluster-20660.10040	77	309	259	219	322	541
Cluster-20660.10041	376	635	790	496	546	342
Cluster-20660.10042	932	571	748	913	959	620
Cluster-20660.10043	731	613	642	917	731	716
Cluster-20660.10044	1088	1986	2277	1952	1239	1659
Cluster-20660.10045	1	48	0	25	61	98
Cluster-20660.10046	1503	2555	3051	1912	2954	2267
Cluster-20660.10047	1337	706	933	829	1012	895
Cluster-20660.10048	9324	10141	11190	8006	11713	10558
Cluster-20660.10049	4537	3453	7224	3157	1372	2657
Cluster-20660.10050	143	40	187	109	101	9
Cluster-20660.10051	0	0	0	6	14	0
Cluster-20660.10052	0	18	0	10	7	0
Cluster-20660.10053	0	0	0	16	46	29
Cluster-20660.10054	1466	1036	2381	516	3032	1903
Cluster-20660.10055	7861	9220	5741	6484	5471	5989
Cluster-20660.10056	0	56	0	17	22	9
Cluster-20660.10057	9254	5502	5179	3383	6514	4683
Cluster-20660.10058	0	12	16	20	27	0
Cluster-20660.10059	1096	1121	1375	2384	1558	1057
Cluster-20660.10060	3380	2857	3761	4243	2546	3582
Cluster-20660.10061	0	0	13	22	37	17
Cluster-20660.10062	1738	1903	1854	2122	2077	1910
Cluster-20660.10063	546	1100	1551	1712	984	1811
Cluster-20660.10064	30	23	25	12	28	41
Cluster-20660.10065	3104	1257	1661	1395	992	1059
Cluster-20660.10066	282	522	586	381	403	313
Cluster-20660.10067	2	2	0	1	9	2
Cluster-20660.10068	3512	1807	2370	5446	2148	2348
Cluster-20660.10069	985	685	687	717	1008	793
Cluster-20660.10070	0	32	0	0	33	0
Cluster-20660.10071	93	21	0	71	39	34
Cluster-20660.10072	693	1206	1258	1548	999	813
Cluster-20660.10073	108	301	236	175	219	371
Cluster-20660.10074	398	610	575	545	397	563
Cluster-20660.10075	3950	3305	4212	1265	3792	2239
Cluster-20660.10076	54	263	151	190	210	232
Cluster-20660.10077	1521	2470	2057	1803	2348	1588
Cluster-20660.10078	314	303	261	148	53	93
Cluster-20660.10079	607	515	819	950	1231	1019
Cluster-20660.10080	934	1056	948	1371	1184	1016
Cluster-20660.10081	0	56	0	8	21	22
Cluster-20660.10082	85	184	340	316	192	130
Cluster-20660.10083	124	410	413	487	451	392
Cluster-20660.10084	199	312	773	1062	646	676
Cluster-20660.10085	0	34	0	21	10	41
Cluster-20660.10086	570	317	271	561	338	301
Cluster-20660.10087	0	8	0	2	0	32
Cluster-20660.10088	0	15	0	23	25	0
Cluster-20660.10089	0	55	36	3	0	0
Cluster-20660.10090	0	56	0	46	112	43
Cluster-20660.10091	1015	1102	1314	1131	748	914
Cluster-20660.10092	670	418	634	450	536	218
Cluster-20660.10093	1242	1624	1549	1188	1082	921
Cluster-20660.10094	1	25	0	22	0	5
Cluster-20660.10095	0	21	0	20	20	0
Cluster-20660.10096	0	58	0	10	16	11
Cluster-20660.10097	69	112	111	48	63	58
Cluster-20660.10098	0	85	0	37	40	69
Cluster-20660.10099	76	20	8	8	0	0
Cluster-20660.10100	0	90	24	10	23	15
Cluster-20660.10101	0	37	0	0	0	13
Cluster-20660.10102	1380	966	1031	928	587	483
Cluster-20660.10103	1342	1498	1317	1628	1912	1476
Cluster-20660.10104	1940	1351	1874	2263	1634	1635
Cluster-20660.10105	0	20	8	12	1	77
Cluster-20660.10106	0	120	35	158	117	99
Cluster-20660.10107	0	52	64	0	0	0
Cluster-20660.10108	0	0	0	3	4	0
Cluster-20660.10109	223	316	258	304	326	247
Cluster-20660.10110	84	938	142	283	479	701
Cluster-20660.10111	1231	776	937	999	1288	1446
Cluster-20660.10112	261	554	533	258	238	532
Cluster-20660.10113	386	416	504	639	682	563
Cluster-20660.10114	857	769	799	1088	673	843
Cluster-20660.10115	0	11	0	4	2	29
Cluster-20660.10116	96882	149043	79520	107532	79518	178889
Cluster-20660.10117	923	1428	1617	1693	1449	1527
Cluster-20660.10118	4134	3439	2931	2484	2964	1980
Cluster-20660.10119	16682	6791	8649	7056	7828	7014
Cluster-20660.10120	947	1161	926	1445	1851	1499
Cluster-20660.10121	1	5	4	4	11	15
Cluster-20660.10122	1	65	126	166	78	244
Cluster-20660.10123	0	19	38	27	52	69
Cluster-20660.10124	1821	1533	1449	1748	1630	1121
Cluster-20660.10125	272	199	210	809	1033	600
Cluster-20660.10126	1893	2943	2404	2437	2742	2870
Cluster-20660.10127	31	34	7	44	25	77
Cluster-20660.10128	0	43	9	0	0	0
Cluster-20660.10129	1467	1729	1461	1865	1856	1711
Cluster-20660.10130	0	30	0	28	22	39
Cluster-20660.10131	0	5	13	41	20	17
Cluster-20660.10132	472	807	689	949	1026	559
Cluster-20660.10133	16	136	132	89	82	25
Cluster-20660.10134	446	720	647	563	1357	472
Cluster-20660.10135	1786	1995	2225	2252	1920	1992
Cluster-20660.10136	210	382	486	425	406	532
Cluster-20660.10137	339	787	493	1215	1675	1282
Cluster-20660.10138	2464	2993	2423	2351	2225	1929
Cluster-20660.10139	0	19	30	7	23	0
Cluster-20660.10140	0	37	31	15	54	0
Cluster-20660.10141	148	20	24	99	159	54
Cluster-20660.10142	1633	1612	1206	1357	1350	1426
Cluster-20660.10143	1113	1526	1047	1573	1304	1403
Cluster-20660.10144	0	13	0	23	39	29
Cluster-20660.10145	1974	791	1805	1796	1880	1935
Cluster-20660.10146	2699	1681	2629	2181	1848	2249
Cluster-20660.10147	568	350	478	751	1075	726
Cluster-20660.10148	920	832	1075	1471	935	1184
Cluster-20660.10149	40	90	1	425	487	170
Cluster-20660.10150	86	0	64	44	43	47
Cluster-20660.10151	528	563	716	544	643	692
Cluster-20660.10152	0	0	12	1	19	0
Cluster-20660.10153	0	0	41	17	26	0
Cluster-20660.10154	20	0	6	6	1	36
Cluster-20660.10155	963	1074	985	854	953	1262
Cluster-20660.10156	4	116	24	0	43	20
Cluster-20660.10157	2018	1627	1543	1693	2490	1623
Cluster-20660.10158	0	0	90	104	53	64
Cluster-20660.10159	0	0	42	3	16	17
Cluster-20660.10160	0	0	17	25	34	38
Cluster-20660.10161	0	71	48	24	17	34
Cluster-20660.10162	1094	1037	1795	1370	826	1255
Cluster-20660.10163	0	0	0	0	16	0
Cluster-20660.10164	159	270	152	391	230	134
Cluster-20660.10165	1153	2129	2334	1494	3957	2076
Cluster-20660.10166	0	0	29	22	34	31
Cluster-20660.10167	0	20	21	82	71	48
Cluster-20660.10168	0	35	12	2	1	0
Cluster-20660.10169	4645	7880	7126	7777	7606	8056
Cluster-20660.10170	0	41	21	14	8	25
Cluster-20660.10171	0	75	121	124	25	56
Cluster-20660.10172	486	446	469	550	422	642
Cluster-20660.10173	78	0	10	2	0	0
Cluster-20660.10174	0	0	45	7	6	51
Cluster-20660.10175	984	546	633	804	912	859
Cluster-20660.10176	2545	1765	2042	1957	2137	1828
Cluster-20660.10177	0	0	5	10	0	0
Cluster-20660.10178	0	0	15	9	24	18
Cluster-20660.10179	8394	7596	11010	13571	10382	8807
Cluster-20660.10180	0	0	9	32	57	11
Cluster-20660.10181	963	1171	1215	1758	1934	1255
Cluster-20660.10182	0	0	15	20	17	0
Cluster-20660.10183	0	0	17	22	5	29
Cluster-20660.10184	80	122	87	46	26	130
Cluster-20660.10185	1917	2122	1389	2013	1696	2026
Cluster-20660.10186	270	190	202	220	226	62
Cluster-20660.10187	1083	964	1219	1514	931	1231
Cluster-20660.10188	0	21	11	0	0	0
Cluster-20660.10189	50	0	15	10	3	3
Cluster-20660.10190	0	26	0	183	177	40
Cluster-20660.10191	527	392	773	281	171	106
Cluster-20660.10192	3347	1897	2285	2860	2480	3120
Cluster-20660.10193	1056	1022	1234	1005	1339	1055
Cluster-20660.10194	2900	2468	3002	3469	3768	3020
Cluster-20660.10195	983	918	727	843	932	1104
Cluster-20660.10196	1597	1224	1032	1476	1448	1375
Cluster-20660.10197	870	1233	1065	1776	1568	971
Cluster-20660.10198	0	46	33	31	27	34
Cluster-20660.10199	120	215	247	133	128	117
Cluster-20660.10200	0	22	15	10	13	0
Cluster-20660.10201	1315	1064	781	1154	1068	651
Cluster-20660.10202	38	203	636	81	126	103
Cluster-20660.10203	0	32	43	11	10	30
Cluster-20660.10204	1850	1206	941	1457	1363	1096
Cluster-20660.10205	127	0	36	15	32	35
Cluster-20660.10206	1115	960	1417	881	1901	1153
Cluster-20660.10207	1411	911	1540	929	1076	967
Cluster-20660.10208	892	1016	1090	898	838	874
Cluster-20660.10209	1385	442	768	792	241	588
Cluster-20660.10210	313	357	338	359	318	268
Cluster-20660.10211	1517	1191	2612	2174	1895	895
Cluster-20660.10212	5889	23122	6644	15300	16576	19254
Cluster-20660.10213	1	66	0	85	49	36
Cluster-20660.10214	0	1	0	16	23	59
Cluster-20660.10215	2174	2064	2402	2118	2275	1766
Cluster-20660.10216	1671	1320	1957	2093	2502	2364
Cluster-20660.10217	548	722	570	553	834	808
Cluster-20660.10218	0	0	15	16	17	0
Cluster-20660.10219	2658	1862	1705	1775	1560	1237
Cluster-20660.10220	228	532	581	538	449	550
Cluster-20660.10221	2839	2821	2797	2705	2718	2390
Cluster-20660.10222	4427	5282	4796	6743	5112	4439
Cluster-20660.10223	356	335	257	395	506	164
Cluster-20660.10224	387	301	310	557	609	424
Cluster-20660.10225	2395	2451	2564	4211	3713	3009
Cluster-20660.10226	1024	768	773	813	631	417
Cluster-20660.10227	1315	1126	1361	1481	1440	1133
Cluster-20660.10228	0	0	14	31	2	35
Cluster-20660.10229	683	127	524	600	259	188
Cluster-20660.10230	616	573	1355	587	246	464
Cluster-20660.10231	160	59	160	272	125	166
Cluster-20660.10232	38	310	258	315	202	177
Cluster-20660.10233	0	0	0	16	20	0
Cluster-20660.10234	252	282	79	338	376	259
Cluster-20660.10235	324	60	99	212	135	134
Cluster-20660.10236	0	0	73	20	0	0
Cluster-20660.10237	622	352	730	863	299	692
Cluster-20660.10238	0	0	17	12	27	0
Cluster-20660.10239	2326	1859	1856	2431	1641	1863
Cluster-20660.10240	794	421	797	824	412	844
Cluster-20660.10241	54	46	165	121	139	202
Cluster-20660.10242	113	175	413	290	269	234
Cluster-20660.10243	2177	2537	3465	4179	9664	4737
Cluster-20660.10244	332	673	629	731	269	653
Cluster-20660.10245	564	153	723	737	522	673
Cluster-20660.10246	71	52	233	179	55	110
Cluster-20660.10247	34	54	122	50	21	39
Cluster-20660.10248	527	504	397	664	611	542
Cluster-20660.10249	98	114	134	129	77	172
Cluster-20660.10250	2112	1746	2055	2247	2523	1919
Cluster-20660.10251	49	59	102	39	50	60
Cluster-20660.10252	160	254	166	270	161	289
Cluster-20660.10253	1352	2667	3544	2031	3219	2596
Cluster-20660.10254	5168	3238	6128	4707	2080	2647
Cluster-20660.10255	1767	1269	1787	1594	1645	1662
Cluster-20660.10256	0	0	0	11	20	23
Cluster-20660.10257	405	305	394	476	438	968
Cluster-20660.10258	535	279	360	403	483	369
Cluster-20660.10259	3594	2527	2866	2839	2494	2836
Cluster-20660.10260	33	23	2	0	0	45
Cluster-20660.10261	601	805	651	1026	642	923
Cluster-20660.10262	832	843	902	973	959	813
Cluster-20660.10263	815	1063	1132	1305	1363	965
Cluster-20660.10264	485	249	472	359	202	358
Cluster-20660.10265	0	0	31	5	2	1
Cluster-20660.10266	1107	355	780	556	435	266
Cluster-20660.10267	739	521	1000	661	788	1379
Cluster-20660.10268	0	22	22	160	173	43
Cluster-20660.10269	5394	4681	7981	8338	6014	4433
Cluster-20660.10270	433	434	612	495	376	486
Cluster-20660.10271	113	105	332	329	348	107
Cluster-20660.10272	18	35	123	55	27	18
Cluster-20660.10273	318	217	348	740	357	515
Cluster-20660.10274	495	398	593	399	248	404
Cluster-20660.10275	0	0	15	61	22	0
Cluster-20660.10276	454	319	423	438	425	332
Cluster-20660.10277	0	0	16	12	29	17
Cluster-20660.10278	1425	1338	1231	1883	1296	1219
Cluster-20660.10279	1094	686	961	1473	1894	1476
Cluster-20660.10280	921	1013	829	1167	1637	1051
Cluster-20660.10281	353	218	198	174	77	172
Cluster-20660.10282	1551	1765	1916	1736	1744	1524
Cluster-20660.10283	779	617	717	661	617	432
Cluster-20660.10284	2231	2155	2252	2329	2323	2642
Cluster-20660.10285	4248	4187	8157	6049	3221	3815
Cluster-20660.10286	1538	1710	2167	1708	1898	1561
Cluster-20660.10287	103	181	170	88	64	120
Cluster-20660.10288	239	334	573	350	336	266
Cluster-20660.10289	0	66	93	24	14	44
Cluster-20660.10290	1120	545	1203	1326	588	808
Cluster-20660.10291	0	89	0	22	64	21
Cluster-20660.10292	861	694	1153	883	908	851
Cluster-20660.10293	0	0	0	8	24	0
Cluster-20660.10294	1340	1236	1219	1370	961	1231
Cluster-20660.10295	2320	778	2666	1148	2080	1491
Cluster-20660.10296	4391	2941	4488	2255	3464	3033
Cluster-20660.10297	2168	1737	2758	3660	4064	3096
Cluster-20660.10298	951	2138	1833	1790	1215	1702
Cluster-20660.10299	638	403	415	205	129	224
Cluster-20660.10300	677	447	491	433	419	462
Cluster-20660.10301	2377	143	1204	4582	0	157
Cluster-20660.10302	1604	80	955	4870	0	168
Cluster-20660.10303	1331	778	975	764	632	594
Cluster-20660.10304	497	948	691	720	839	750
Cluster-20660.10305	0	0	49	23	10	0
Cluster-20660.10306	342	150	390	248	177	61
Cluster-20660.10307	0	34	0	0	8	0
Cluster-20660.10308	80	0	80	75	65	185
Cluster-20660.10309	1	1	88	236	60	65
Cluster-20660.10310	841	402	576	1280	708	616
Cluster-20660.10311	1492	1482	1092	1501	1127	996
Cluster-20660.10312	311	309	325	298	320	233
Cluster-20660.10313	0	0	0	0	14	0
Cluster-20660.10314	974	546	926	1010	952	673
Cluster-20660.10315	1571	2965	1545	2883	4437	3245
Cluster-20660.10316	213	394	887	391	1502	1088
Cluster-20660.10317	1019	309	125	184	2228	817
Cluster-20660.10318	172	735	830	579	699	328
Cluster-20660.10319	317	209	186	119	61	100
Cluster-20660.10320	72	234	213	192	307	240
Cluster-20660.10321	2547	2591	2159	2146	1790	1734
Cluster-20660.10322	2321	2107	1676	1457	1462	1227
Cluster-20660.10323	2163	2635	2698	2641	2225	2231
Cluster-20660.10324	71	201	209	103	50	97
Cluster-20660.10325	4171	2474	3449	2237	2626	2565
Cluster-20660.10326	2276	1787	2473	2054	1714	1508
Cluster-20660.10327	79	34	209	97	94	183
Cluster-20660.10328	34	0	13	70	41	73
Cluster-20660.10329	1756	3711	4705	2464	2719	2921
Cluster-20660.10330	57	47	54	29	6	0
Cluster-20660.10331	2581	2745	2711	4136	2022	2599
Cluster-20660.10332	2667	2898	2301	2762	1821	1884
Cluster-20660.10333	1	14	76	8	24	44
Cluster-20660.10334	1221	614	629	786	929	1029
Cluster-20660.10335	143	54	77	6	42	76
Cluster-20660.10336	0	17	0	14	13	0
Cluster-20660.10337	1469	781	1220	861	1331	798
Cluster-20660.10338	1411	1170	1014	1377	2585	2055
Cluster-20660.10339	152	31	45	42	157	0
Cluster-20660.10340	492	744	598	958	873	700
Cluster-20660.10341	197	433	615	483	457	252
Cluster-20660.10342	1945	2924	3849	1525	3999	2270
Cluster-20660.10343	691	377	557	434	336	458
Cluster-20660.10344	35	29	90	83	55	58
Cluster-20660.10345	83	469	339	179	150	164
Cluster-20660.10346	0	0	0	20	7	0
Cluster-20660.10347	531	458	646	319	298	387
Cluster-20660.10348	488	459	775	938	921	973
Cluster-20660.10349	0	0	0	0	10	0
Cluster-20660.10350	4563	3185	3023	3939	4546	3842
Cluster-20660.10351	992	591	1202	1084	1348	1030
Cluster-20660.10352	2343	809	1034	2612	1261	1124
Cluster-20660.10353	1097	698	780	909	551	685
Cluster-20660.10354	775	818	396	304	178	272
Cluster-20660.10355	724	492	772	715	582	463
Cluster-20660.10356	0	81	119	57	72	22
Cluster-20660.10357	188	95	100	229	162	66
Cluster-20660.10358	264	117	232	231	111	80
Cluster-20660.10359	1835	1667	1822	2403	2817	1540
Cluster-20660.10360	0	39	13	69	57	92
Cluster-20660.10361	40	0	22	106	59	0
Cluster-20660.10362	323	744	557	898	1009	996
Cluster-20660.10363	621	954	1059	1101	831	750
Cluster-20660.10364	912	252	398	613	765	476
Cluster-20660.10365	1803	2505	2541	2180	2196	1844
Cluster-20660.10366	62	111	33	237	173	81
Cluster-20660.10367	168	487	306	302	383	249
Cluster-20660.10368	558	985	172	445	1026	1281
Cluster-20660.10369	2875	2766	2687	3421	4183	3660
Cluster-20660.10370	0	1	13	98	58	53
Cluster-20660.10371	381	456	494	577	364	304
Cluster-20660.10372	499	330	832	505	399	409
Cluster-20660.10373	119	67	223	198	224	134
Cluster-20660.10374	0	0	13	19	12	1
Cluster-20660.10375	0	0	9	0	12	0
Cluster-20660.10376	187	199	307	300	59	117
Cluster-20660.10377	617	551	384	622	389	411
Cluster-20660.10378	44	347	497	605	223	441
Cluster-20660.10379	0	0	6	66	81	31
Cluster-20660.10380	1014	624	323	1832	2242	1070
Cluster-20660.10381	478	1020	746	1059	923	1061
Cluster-20660.10382	404	299	503	523	318	272
Cluster-20660.10383	43	239	623	196	182	251
Cluster-20660.10384	361	400	365	538	604	532
Cluster-20660.10385	1357	1380	1535	1399	1290	932
Cluster-20660.10386	528	678	785	460	359	587
Cluster-20660.10387	533	513	680	1056	1084	869
Cluster-20660.10388	0	0	36	0	10	0
Cluster-20660.10389	801	788	1214	1432	1472	1109
Cluster-20660.10390	141	907	486	544	638	385
Cluster-20660.10391	161	62	89	42	0	4
Cluster-20660.10392	6202	2670	3144	3502	181	1059
Cluster-20660.10393	37	97	18	26	0	0
Cluster-20660.10394	248	269	206	392	274	430
Cluster-20660.10395	59	0	0	8	50	63
Cluster-20660.10396	38	0	0	2	23	0
Cluster-20660.10397	1121	1360	1446	1523	1536	1094
Cluster-20660.10398	0	0	0	13	47	0
Cluster-20660.10399	613	862	823	661	561	552
Cluster-20660.10400	233	118	727	403	148	120
Cluster-20660.10401	401	333	438	438	515	451
Cluster-20660.10402	199	141	124	122	138	19
Cluster-20660.10403	746	511	503	806	682	664
Cluster-20660.10404	446	1000	1907	834	552	568
