	WC1E	WC1T	WC2E	WC2T	WC3E	WC3T	WH3E	WH5E	WH5T	WH6E	WH6T
Cluster-16521.32078	2	0	0	0	9	0	0	0	9	0	0
Cluster-16521.32079	9	15	28	14	10	2	0	4	12	9	14
Cluster-16521.32080	0	0	0	0	0	7	0	2	0	8	4
Cluster-16521.32081	2170	1941	1943	1745	1779	1992	2091	2004	1710	1103	1537
Cluster-16521.32082	3	0	0	0	4	3	3	0	0	0	0
Cluster-16521.32083	314	279	280	441	820	761	508	456	424	1461	1429
Cluster-16521.32084	798	869	778	880	914	823	726	745	716	756	869
Cluster-16521.32085	307	46	195	198	833	569	29	3	9	1336	11396
Cluster-16521.32086	1973	190	1078	1297	4340	2662	32	1	19	1247	14526
Cluster-16521.32087	236	215	82	161	398	535	62	9	62	1	5
Cluster-16521.32088	108	133	113	145	137	97	73	75	81	44	48
Cluster-16521.32089	337	150	463	594	284	328	668	663	316	185	236
Cluster-16521.32090	24	36	29	22	25	35	29	10	12	9	5
Cluster-16521.32091	20	18	16	1	28	14	11	9	2	1	8
Cluster-16521.32092	510	1552	359	257	380	286	505	915	1209	752	270
Cluster-16521.32093	152	573	136	161	208	305	95	85	628	213	391
Cluster-16521.32094	1408	1310	1234	1371	1607	1548	1117	1289	1410	2235	6163
Cluster-16521.32095	169	383	188	73	201	130	122	93	311	272	656
Cluster-16521.32096	11	6	9	2	8	18	30	15	4	26	26
Cluster-16521.32097	891	892	866	981	1108	930	1097	1208	1130	1593	2114
Cluster-16521.32098	1773	1983	2935	1871	1350	1227	3974	3585	2048	434	42
Cluster-16521.32099	560	448	444	763	768	702	527	702	790	644	518
Cluster-16521.32100	1038	1492	1445	1971	1399	1469	1479	1652	1464	1640	915
Cluster-16521.32101	2009	1761	1829	2582	2098	2605	2014	1798	1848	1829	1412
Cluster-16521.32102	4	0	0	7	7	8	2	5	3	1	1
Cluster-16521.32103	58	71	74	71	90	82	38	49	49	43	35
Cluster-16521.32104	340	257	233	386	309	330	248	222	254	102	160
Cluster-16521.32105	51	40	27	29	34	15	51	32	21	2	0
Cluster-16521.32106	6	7	0	11	0	2	14	16	0	11	1
Cluster-16521.32107	25805	27673	30175	25572	24730	35409	19673	20139	23813	21919	13578
Cluster-16521.32108	43	14	21	40	24	17	41	25	49	42	19
Cluster-16521.32109	120	81	100	149	162	119	119	189	142	130	92
Cluster-16521.32110	19	13	15	10	8	5	13	32	5	9	7
Cluster-16521.32111	259	255	358	337	321	313	279	433	366	256	150
Cluster-16521.32112	370	634	505	292	371	250	0	0	0	0	0
Cluster-16521.32113	944	910	868	1253	1133	1252	978	995	855	530	342
Cluster-16521.32114	123	176	140	168	137	153	89	102	48	103	57
Cluster-16521.32115	1	0	0	0	0	0	0	1	1	0	3
Cluster-16521.32116	851	854	689	903	938	803	800	656	636	422	171
Cluster-16521.32117	49	87	64	48	65	38	83	53	50	83	105
Cluster-16521.32118	158	191	169	123	213	119	181	209	171	166	10
Cluster-16521.32119	333	423	337	297	423	231	478	485	312	557	697
Cluster-16521.32120	18	16	16	12	16	4	12	9	11	14	3
Cluster-16521.32121	10	7	14	3	8	0	6	27	6	11	16
Cluster-16521.32122	446	445	422	494	619	722	467	479	616	356	300
Cluster-16521.32123	2252	2269	2037	2199	2379	2294	2150	2352	2385	3651	2421
Cluster-16521.32124	4	0	16	0	1	2	10	12	16	2	7
Cluster-16521.32125	1653	1709	1139	1492	1908	2519	1569	1378	1880	1123	605
Cluster-16521.32126	77	44	18	39	96	26	49	57	51	64	116
Cluster-16521.32127	276	371	252	456	314	388	244	341	300	101	49
Cluster-16521.32128	432	542	367	431	454	659	117	100	205	513	468
Cluster-16521.32129	323	350	337	202	328	167	346	316	394	87	3
Cluster-16521.32130	0	32	16	3	2	0	5	8	5	0	3
Cluster-16521.32131	1471	1810	1968	1927	1975	1251	1566	1768	1527	1849	921
Cluster-16521.32132	2	0	0	2	6	10	0	0	6	0	2
Cluster-16521.32133	2340	1744	2211	3106	2766	3333	2316	2575	2553	1915	1905
Cluster-16521.32134	335	416	502	291	323	188	966	1012	822	464	297
Cluster-16521.32135	6118	7148	8661	9584	5441	6983	8407	10345	9493	3636	2790
Cluster-16521.32136	44	51	57	42	55	45	122	98	76	10	5
Cluster-16521.32137	1716	1070	853	632	1488	423	1989	3156	1590	5727	22424
Cluster-16521.32138	131	190	148	182	187	193	142	117	89	43	29
Cluster-16521.32139	491	452	615	551	609	602	534	482	389	550	696
Cluster-16521.32140	135	121	111	190	114	155	74	102	116	276	160
Cluster-16521.32141	11	24	4	25	23	36	74	54	71	20	112
Cluster-16521.32142	6033	5136	6627	9526	6483	6636	6716	8069	6016	5442	3378
Cluster-16521.32143	8843	6124	10066	7429	8247	11341	11249	10744	13613	4653	6830
Cluster-16521.32144	24	20	22	13	40	32	0	0	0	0	0
Cluster-16521.32145	12	23	15	0	22	0	23	15	22	0	0
Cluster-16521.32146	407	490	399	528	442	410	422	350	350	349	330
Cluster-16521.32147	21	22	34	45	46	14	12	30	25	11	4
Cluster-16521.32148	127	71	125	85	96	78	13	7	4	3	0
Cluster-16521.32149	1669	1584	1725	1721	1663	1838	1545	1658	1376	1889	2092
Cluster-16521.32150	54	67	65	86	41	47	35	34	166	57	40
Cluster-16521.32151	29	22	2	28	25	18	7	7	12	0	1
Cluster-16521.32152	740	719	818	1003	731	831	637	666	589	432	412
Cluster-16521.32153	538	1810	1379	818	11	41	10	11	12	47	0
Cluster-16521.32154	638	344	661	841	681	781	887	840	886	336	377
Cluster-16521.32155	2969	2230	2226	2533	2659	2812	2266	2306	2174	3429	2226
Cluster-16521.32156	361	742	192	400	551	418	569	819	708	6038	5773
Cluster-16521.32157	4	26	0	7	22	5	17	37	11	160	226
Cluster-16521.32158	220	245	446	524	325	362	111	84	101	34	1
Cluster-16521.32159	167	212	205	172	114	224	342	353	330	111	9
Cluster-16521.32160	513	638	506	570	595	770	570	527	653	665	1093
Cluster-16521.32161	115	108	148	136	142	89	192	142	129	247	585
Cluster-16521.32162	532	389	485	520	465	689	429	370	456	629	84
Cluster-16521.32163	1	0	0	0	3	0	0	0	0	1	0
Cluster-16521.32164	10	0	0	0	11	24	0	0	3	0	0
Cluster-16521.32165	10	0	6	2	3	0	8	1	0	0	0
Cluster-16521.32166	26	21	39	12	42	67	53	119	181	13	0
Cluster-16521.32167	475	430	573	635	455	491	229	234	255	537	303
Cluster-16521.32168	437	489	456	521	433	491	484	488	474	411	554
Cluster-16521.32169	246	163	197	220	237	254	189	242	189	148	148
Cluster-16521.32170	95	65	60	70	67	99	80	76	57	66	29
Cluster-16521.32171	32	38	31	27	68	31	13	25	25	21	110
Cluster-16521.32172	5	0	7	4	2	0	0	0	0	0	0
Cluster-16521.32173	39	20	19	71	27	80	8	46	45	38	36
Cluster-16521.32174	52	33	30	14	53	44	29	19	22	3	16
Cluster-16521.32175	109120	89477	86342	72187	88030	95345	100249	99265	126366	67014	96482
Cluster-16521.32176	138	100	202	125	174	90	123	135	143	202	206
Cluster-16521.32177	2073	1450	1104	1785	2091	3258	1818	1067	860	2276	30620
Cluster-16521.32178	25	6	6	5	21	14	24	5	9	1	0
Cluster-16521.32179	76166	53173	92204	123735	80662	112935	62428	107033	119205	19980	1442
Cluster-16521.32180	975	1004	1135	996	858	1270	864	803	772	587	415
Cluster-16521.32181	73	67	20	73	93	74	76	90	83	59	60
Cluster-16521.32182	26	45	80	59	62	32	32	41	37	46	6
Cluster-16521.32183	234	606	325	409	88	131	602	733	389	8	6
Cluster-16521.32184	426	418	386	392	328	417	264	392	463	279	192
Cluster-16521.32185	1033	874	813	820	856	796	909	671	682	1194	351
Cluster-16521.32186	8	10	13	24	16	47	0	9	17	0	0
Cluster-16521.32187	12	7	0	1	16	0	0	7	0	0	0
Cluster-16521.32188	10	23	17	24	28	13	32	25	49	14	65
Cluster-16521.32189	178	279	81	223	385	69	1039	360	586	19	3
Cluster-16521.32190	3423	2851	3339	3657	3671	3109	2737	1978	2056	3422	4815
Cluster-16521.32191	88	117	97	185	121	167	103	39	149	97	73
Cluster-16521.32192	221	197	103	220	216	195	200	126	188	127	128
Cluster-16521.32193	8340	7898	11193	10751	7525	8059	10862	10673	9769	3050	4720
Cluster-16521.32194	28	24	12	7	29	21	22	61	29	37	4
Cluster-16521.32195	11	8	25	18	10	6	2	2	0	1	1
Cluster-16521.32196	718	641	782	914	756	854	1309	1139	826	386	321
Cluster-16521.32197	6087	4871	5543	5809	6190	5076	4948	4125	4456	2612	749
Cluster-16521.32198	52	70	93	38	61	40	61	25	28	26	14
Cluster-16521.32199	753	641	610	925	854	831	546	591	756	1346	1110
Cluster-16521.32200	9	22	32	7	20	21	38	46	27	17	94
Cluster-16521.32201	7	14	9	26	10	18	47	25	28	18	39
Cluster-16521.32202	557	535	755	587	451	431	443	241	168	3	0
Cluster-16521.32203	39	37	99	63	65	55	19	10	26	49	39
Cluster-16521.32204	78	85	60	191	99	128	42	128	90	160	119
Cluster-16521.32205	543	512	693	558	622	447	691	757	734	589	612
Cluster-16521.32206	39	23	1	15	33	10	35	18	14	33	49
Cluster-16521.32207	12	10	3	5	6	0	3	5	0	0	0
Cluster-16521.32208	155	105	332	211	88	96	137	74	135	48	44
Cluster-16521.32209	638	474	895	819	482	765	518	170	441	397	994
Cluster-16521.32210	192	54	107	80	209	140	9	1	7	0	10
Cluster-16521.32211	2	0	13	0	2	0	2	1	0	0	5
Cluster-16521.32212	156	97	166	168	135	174	180	230	269	118	125
Cluster-16521.32213	3	12	0	7	1	15	0	3	0	0	0
Cluster-16521.32214	2880	3017	2890	2815	2481	2173	2859	3854	2653	1898	830
Cluster-16521.32215	4702	4545	4323	4205	5366	4087	4838	6378	6074	1215	377
Cluster-16521.32216	1933	3903	2009	5706	1770	2078	2285	2041	4422	2186	5669
Cluster-16521.32217	587	497	685	771	647	615	650	923	674	382	253
Cluster-16521.32218	11062	10686	16399	17141	9732	9924	15623	18950	13827	5913	5407
Cluster-16521.32219	161	244	206	150	183	178	274	273	156	268	237
Cluster-16521.32220	491	404	644	871	490	504	608	702	487	768	269
Cluster-16521.32221	52	88	17	39	109	89	141	226	250	45	0
Cluster-16521.32222	2193	1512	1064	1725	2663	3388	1330	912	925	3307	733
Cluster-16521.32223	6	0	4	0	6	0	0	4	0	0	0
Cluster-16521.32224	1718	1670	1729	1765	1646	1588	1875	1940	1546	1018	717
Cluster-16521.32225	344	297	172	192	357	245	207	150	237	67	8
Cluster-16521.32226	346	465	534	367	322	246	446	503	392	350	240
Cluster-16521.32227	8	5	11	10	7	6	1	0	11	0	1
Cluster-16521.32228	165	147	142	259	130	233	207	210	158	145	64
Cluster-16521.32229	72	67	70	141	98	84	54	50	47	19	31
Cluster-16521.32230	1742	2026	4310	3941	1301	1689	1573	812	1029	261	14
Cluster-16521.32231	1147	1090	1214	1292	1137	1151	990	1066	984	852	940
Cluster-16521.32232	1496	1398	1602	1871	1638	1746	1498	1736	1581	1248	841
Cluster-16521.32233	2683	6553	5112	6553	1731	2872	5989	5000	5732	361	14
Cluster-16521.32234	1679	1491	1779	2181	2081	2137	2160	1989	2533	2384	1237
Cluster-16521.32235	602	524	452	812	474	536	430	453	414	614	468
Cluster-16521.32236	14	0	4	10	19	19	0	2	0	0	0
Cluster-16521.32237	61	42	22	28	59	43	53	47	38	3	0
Cluster-16521.32238	91	23	126	106	69	91	78	130	127	101	143
Cluster-16521.32239	184	151	150	170	158	189	137	189	171	218	315
Cluster-16521.32240	6320	6499	5158	4903	6243	5723	3565	4163	3688	6089	3862
Cluster-16521.32241	697	1101	644	357	645	497	325	329	257	476	386
Cluster-16521.32242	24	35	48	101	57	77	25	42	23	34	24
Cluster-16521.32243	45	44	25	40	53	50	13	16	32	19	10
Cluster-16521.32244	206	163	218	267	258	153	211	142	210	70	91
Cluster-16521.32245	96	104	137	41	155	68	51	29	59	47	33
Cluster-16521.32246	77	90	69	94	113	155	78	52	150	64	76
Cluster-16521.32247	54	48	33	37	68	62	55	32	36	10	0
Cluster-16521.32248	19	13	24	30	5	21	26	6	12	15	8
Cluster-16521.32249	1985	1527	2459	2269	1885	1885	1593	2368	1921	4623	2012
Cluster-16521.32250	1014	1777	101	207	298	346	560	365	542	78	14
Cluster-16521.32251	683	617	756	476	579	566	374	357	355	315	291
Cluster-16521.32252	181	182	215	188	215	224	181	205	229	215	146
Cluster-16521.32253	81	141	125	58	104	68	116	97	67	79	69
Cluster-16521.32254	0	0	0	0	0	4	0	2	2	0	0
Cluster-16521.32255	1	4	7	4	6	3	0	11	1	4	0
Cluster-16521.32256	2783	2634	3738	4060	3194	2998	3209	3526	2472	2623	2574
Cluster-16521.32257	1	1	0	4	14	8	1	0	0	3	0
Cluster-16521.32258	671	482	839	1262	619	826	773	1196	874	528	349
Cluster-16521.32259	5851	5458	4764	4487	4675	4398	3507	5455	4942	9204	8115
Cluster-16521.32260	4	1	13	5	7	0	10	3	1	4	2
Cluster-16521.32261	91	107	78	83	77	69	43	59	35	76	61
Cluster-16521.32262	2009	1941	1312	1758	1650	1577	1264	1422	1108	1990	709
Cluster-16521.32263	1	2	5	2	0	3	18	23	19	10	18
Cluster-16521.32264	0	0	0	0	0	0	2	3	13	5	0
Cluster-16521.32265	1679	1459	1595	1784	1722	1515	1374	1527	1374	4727	5065
Cluster-16521.32266	163	132	149	192	100	154	237	429	279	649	390
Cluster-16521.32267	2218	2393	2556	2306	1761	1649	2608	3324	2224	6381	3283
Cluster-16521.32268	423	428	499	322	281	232	370	349	178	294	184
Cluster-16521.32269	10	17	2	9	11	20	3	16	6	1	0
Cluster-16521.32270	6	0	10	18	6	0	0	5	6	0	4
Cluster-16521.32271	2	3	8	3	5	4	7	9	5	5	1
Cluster-16521.32272	1825	1607	1584	1847	1613	1674	1703	1587	1458	793	919
Cluster-16521.32273	4703	4355	6768	7328	4969	4656	7410	7997	6160	3606	3540
Cluster-16521.32274	3	0	4	4	7	3	0	2	0	0	0
Cluster-16521.32275	458	301	471	337	537	547	400	413	507	415	687
Cluster-16521.32276	19	12	0	2	8	7	16	14	27	9	35
Cluster-16521.32277	0	0	16	3	12	5	3	1	0	0	0
Cluster-16521.32278	52	49	81	87	85	53	739	674	604	469	471
Cluster-16521.32279	62	53	83	96	62	75	20	25	38	14	26
Cluster-16521.32280	121	66	87	87	111	95	0	0	0	0	0
Cluster-16521.32281	89	21	209	134	107	63	8	1	0	53	8
Cluster-16521.32282	273	274	295	407	385	285	176	226	230	188	218
Cluster-16521.32283	96	89	106	86	72	111	66	38	61	275	93
Cluster-16521.32284	1388	1324	1325	1305	1444	1373	825	921	1048	962	769
Cluster-16521.32285	739	597	684	863	708	618	614	581	469	491	301
Cluster-16521.32286	501	381	432	347	372	405	243	233	140	303	180
Cluster-16521.32287	14	17	6	10	21	10	19	10	17	14	16
Cluster-16521.32288	52	71	74	88	85	66	37	82	36	174	91
Cluster-16521.32289	2022	2007	1821	2300	2099	1971	1977	2395	1969	5236	5204
Cluster-16521.32290	272	354	234	128	133	154	121	101	78	162	51
Cluster-16521.32291	453	553	517	478	268	318	411	276	194	450	630
Cluster-16521.32292	355	621	346	311	336	360	354	339	241	318	325
Cluster-16521.32293	792	1027	1030	1019	840	569	799	797	526	420	290
Cluster-16521.32294	375	283	479	611	101	532	1658	399	292	0	0
Cluster-16521.32295	29	21	15	8	56	26	0	2	19	4	1
Cluster-16521.32296	49	71	62	6	44	56	33	30	45	5	5
Cluster-16521.32297	528	527	761	231	723	337	904	1113	1009	184	96
Cluster-16521.32298	355	297	492	294	1052	676	215	135	171	656	196
Cluster-16521.32299	1060	890	889	1204	1227	1320	1015	936	1006	1029	997
Cluster-16521.32300	4	11	4	0	4	0	4	0	0	7	3
Cluster-16521.32301	3135	2553	2760	3480	3390	3493	4116	3794	4686	4241	4332
Cluster-16521.32302	1454	1170	1334	1858	1586	1765	1566	2005	1845	2200	10259
Cluster-16521.32303	20	7	8	6	11	10	6	17	20	18	24
Cluster-16521.32304	950	859	718	806	838	729	601	462	456	505	279
Cluster-16521.32305	0	0	0	0	0	1	0	0	0	28	7
Cluster-16521.32306	54	27	33	26	35	34	19	9	6	12	4
Cluster-16521.32307	795	805	774	588	686	572	744	434	318	26	13
Cluster-16521.32308	661	617	793	505	700	502	510	664	550	366	983
Cluster-16521.32309	152	224	65	44	125	47	1095	2117	1293	364	28
Cluster-16521.32310	132900	150001	63887	24924	101502	53152	63118	190012	137116	121404	13000
Cluster-16521.32311	396	411	289	195	262	438	452	289	560	345	671
Cluster-16521.32312	775	599	723	547	650	615	638	644	787	132	78
Cluster-16521.32313	12	9	10	12	12	16	15	11	2	4	6
Cluster-16521.32314	1	4	2	1	6	6	0	0	1	0	0
Cluster-16521.32315	318	241	330	503	454	487	85	116	198	137	73
Cluster-16521.32316	17	0	0	9	10	19	14	0	9	0	2
Cluster-16521.32317	461	350	246	316	542	352	169	106	181	48	33
Cluster-16521.32318	1	5	0	2	2	7	0	1	0	0	0
Cluster-16521.32319	261	213	146	175	423	316	178	118	162	120	83
Cluster-16521.32320	17	18	6	24	40	52	11	14	13	3	12
Cluster-16521.32321	23	21	20	34	22	32	33	13	14	8	8
Cluster-16521.32322	365	140	279	375	338	483	227	212	299	153	210
Cluster-16521.32323	313	205	210	195	309	241	137	167	178	166	192
Cluster-16521.32324	196	240	187	152	221	144	158	141	106	190	105
Cluster-16521.32325	7	0	0	0	10	4	5	1	3	0	2
Cluster-16521.32326	14	20	18	38	34	20	15	8	16	6	7
Cluster-16521.32327	31	27	6	36	15	44	19	5	6	3	2
Cluster-16521.32328	4862	5832	7227	8639	5001	5483	6199	7694	6565	6253	4809
Cluster-16521.32329	996	1473	134	161	738	1070	1543	1247	648	163	14
Cluster-16521.32330	2296	2465	2328	2249	2740	2316	1832	1579	1735	1301	1615
Cluster-16521.32331	10	0	3	2	10	9	5	4	0	6	1
Cluster-16521.32332	528	422	446	540	471	436	480	509	533	330	312
Cluster-16521.32333	597	739	710	719	747	630	718	604	487	640	527
Cluster-16521.32334	0	1	12	6	1	1	4	0	3	3	15
Cluster-16521.32335	360	382	362	327	468	256	514	421	301	450	423
Cluster-16521.32336	0	5	1	0	3	16	0	1	13	7	0
Cluster-16521.32337	134	170	58	19	61	62	20	40	43	293	127
Cluster-16521.32338	30	41	0	2	14	5	3	2	7	93	25
Cluster-16521.32339	12	8	14	28	32	16	8	22	25	16	1
Cluster-16521.32340	6	23	4	10	8	31	8	24	13	52	53
Cluster-16521.32341	48	74	37	10	53	78	25	39	16	19	6
Cluster-16521.32342	11715	10178	13505	12657	9963	12267	15182	13748	15725	4882	1670
Cluster-16521.32343	1452	1869	1506	1255	1790	1716	1793	1651	1626	4299	2819
Cluster-16521.32344	5025	4448	5085	5201	6051	6318	3983	3430	3925	3320	1238
Cluster-16521.32345	3	4	0	0	8	5	7	14	5	2	4
Cluster-16521.32346	30	44	87	39	33	33	38	27	41	32	38
Cluster-16521.32347	15	7	0	7	3	12	1	2	0	4	2
Cluster-16521.32348	9	0	1	5	7	0	0	0	0	0	0
Cluster-16521.32349	10011	11795	12772	12724	9558	10563	12357	13091	12553	6915	5066
Cluster-16521.32350	3039	3041	3155	4023	3423	3177	3322	3826	2724	5453	6636
Cluster-16521.32351	158	123	85	231	183	136	173	199	163	215	246
Cluster-16521.32352	7492	7146	8679	5181	6797	7709	6058	5354	6510	2021	1818
Cluster-16521.32353	1517	1387	1045	1547	1664	2026	1603	1529	1740	1168	1273
Cluster-16521.32354	206	219	145	157	192	144	199	202	250	150	199
Cluster-16521.32355	24	7	20	16	2	48	22	20	13	8	0
Cluster-16521.32356	815	665	548	776	763	701	827	1022	964	454	94
Cluster-16521.32357	1287	1574	1694	1051	1219	1086	1582	1252	1127	711	530
Cluster-16521.32358	1461	1105	1485	1682	1085	1198	1648	1993	1512	1857	963
Cluster-16521.32359	663	591	603	776	693	568	448	595	537	394	230
Cluster-16521.32360	1607	1581	1871	2227	1884	1847	1892	2260	2449	2402	2737
Cluster-16521.32361	71	59	63	64	82	51	97	90	92	32	3
Cluster-16521.32362	245	129	123	170	135	144	313	295	349	91	11
Cluster-16521.32363	14	4	7	14	31	13	21	41	56	154	6
Cluster-16521.32364	98	134	112	137	86	148	107	116	142	167	166
Cluster-16521.32365	1360	1824	1887	1186	1020	1020	764	414	423	1855	3192
Cluster-16521.32366	6078	3601	5464	7818	5776	6634	5023	5577	5524	3346	514
Cluster-16521.32367	1091	965	1137	1443	1207	1210	1110	1085	945	788	486
Cluster-16521.32368	160	164	97	114	133	53	160	188	141	119	186
Cluster-16521.32369	173	80	63	99	138	220	162	124	283	113	88
Cluster-16521.32370	1184	1019	898	1139	1213	1074	1192	1457	1470	1370	1767
Cluster-16521.32371	1588	1095	1175	1675	1646	1880	1655	1961	2147	1806	2320
Cluster-16521.32372	1042	851	1067	1393	1334	1107	1217	1388	1358	4607	3832
Cluster-16521.32373	572	344	210	320	410	311	276	186	192	431	379
Cluster-16521.32374	16	5	27	5	13	4	0	0	7	0	0
Cluster-16521.32375	3	0	0	6	0	0	4	9	1	9	2
Cluster-16521.32376	3	0	0	12	7	0	11	9	12	0	4
Cluster-16521.32377	1580	1909	1798	1942	1773	1763	1755	1680	1622	888	456
Cluster-16521.32378	1068	1013	789	1032	1053	994	643	707	514	971	541
Cluster-16521.32379	4349	4736	5083	4294	5083	4598	3148	3222	3436	5889	4945
Cluster-16521.32380	0	13	0	6	9	0	0	0	0	0	2
Cluster-16521.32381	2026	5677	2500	2017	2903	3111	1457	1342	2579	2189	2665
Cluster-16521.32382	533	590	13	76	350	246	639	244	340	25	25
Cluster-16521.32383	54	56	70	73	54	108	75	50	30	70	99
Cluster-16521.32384	2232	2490	2358	2538	2492	2695	2401	2061	2390	1759	2097
Cluster-16521.32385	40	85	52	49	56	46	63	65	26	59	61
Cluster-16521.32386	16759	19871	12589	17521	7142	11273	15605	4920	5210	890	3559
Cluster-16521.32387	4198	5026	2165	1307	3348	2303	1419	4976	3516	3038	311
Cluster-16521.32388	65	39	38	24	50	40	19	9	5	10	7
Cluster-16521.32389	30550	25337	29162	63858	25923	32595	80577	49768	41832	1492	175
Cluster-16521.32390	6	4	3	13	7	6	25	10	9	0	0
Cluster-16521.32391	306	346	424	330	332	270	382	299	340	358	292
Cluster-16521.32392	3	0	2	0	3	3	5	0	2	0	0
Cluster-16521.32393	5	1	2	7	19	4	21	28	27	0	0
Cluster-16521.32394	13	0	18	12	10	1	0	0	0	0	0
Cluster-16521.32395	15	16	6	16	4	11	12	3	9	1	7
Cluster-16521.32396	1697	1252	1217	1484	1738	1596	1785	2034	1861	1822	2814
Cluster-16521.32397	7862	5672	11424	15702	5291	13789	2414	1679	2171	820	491
Cluster-16521.32398	3626	3839	3510	2662	3673	2935	3556	3934	3372	1937	1439
Cluster-16521.32399	4	1	0	0	2	14	5	0	4	0	0
Cluster-16521.32400	811	966	1215	1027	332	543	971	1391	780	154	32
Cluster-16521.32401	0	0	0	0	0	0	0	8	3	7	0
Cluster-16521.32402	14	30	30	16	23	36	61	86	85	43	9
Cluster-16521.32403	67	34	26	80	38	42	49	68	64	6	4
Cluster-16521.32404	4	0	0	12	3	5	4	7	9	0	0
Cluster-16521.32405	19	19	72	20	13	36	7	8	20	7	1
Cluster-16521.32406	341	286	521	505	407	549	557	657	639	427	433
Cluster-16521.32407	15	20	3	18	13	18	8	9	3	0	0
Cluster-16521.32408	36	65	19	115	36	119	17	31	32	4	17
Cluster-16521.32409	43	177	56	45	45	77	45	65	60	19	6
Cluster-16521.32410	79	76	49	79	58	48	65	78	55	60	9
Cluster-16521.32411	7	2	21	14	7	6	11	7	8	3	0
Cluster-16521.32412	0	0	0	0	6	0	0	0	0	0	2
Cluster-16521.32413	19	34	19	37	17	17	3	37	13	10	4
Cluster-16521.32414	104	239	183	196	90	91	137	236	75	52	11
Cluster-16521.32415	189	217	232	205	132	168	159	218	109	25	9
Cluster-16521.32416	52	85	34	45	62	38	21	35	7	1	8
Cluster-16521.32417	70	144	92	175	120	120	96	64	61	23	3
Cluster-16521.32418	21	77	16	22	20	17	122	270	380	144	9
Cluster-16521.32419	35	70	36	116	46	74	70	121	71	60	6
Cluster-16521.32420	178	370	124	247	142	114	355	473	340	149	59
Cluster-16521.32421	52	44	23	66	25	27	48	27	17	17	16
Cluster-16521.32422	191	231	349	299	119	99	141	201	152	111	51
Cluster-16521.32423	65	152	97	132	109	105	116	202	217	48	8
Cluster-16521.32424	252	160	370	273	246	204	0	2	8	5	1
Cluster-16521.32425	291	417	325	449	204	241	250	282	200	75	34
Cluster-16521.32426	82	130	159	220	37	111	138	142	160	35	13
Cluster-16521.32427	929	1399	1202	1509	761	801	1019	1194	902	306	193
Cluster-16521.32428	280	219	111	232	421	281	74	926	1314	12323	3746
Cluster-16521.32429	118	156	137	105	85	89	160	150	154	41	32
Cluster-16521.32430	202	161	168	196	104	166	124	191	148	25	7
Cluster-16521.32431	127	177	192	232	200	180	361	584	436	150	6
Cluster-16521.32432	29	28	18	23	17	9	15	19	36	2	3
Cluster-16521.32433	12	30	19	17	23	27	60	33	24	8	2
Cluster-16521.32434	6	20	3	11	41	20	27	7	30	0	4
Cluster-16521.32435	1525	6086	2668	2056	1696	2555	2302	2677	3909	3625	1194
Cluster-16521.32436	1477	1698	1773	1617	1645	1742	2385	1961	2012	644	539
Cluster-16521.32437	3091	7344	4369	4403	2928	5376	3035	3791	6869	3584	1700
Cluster-16521.32438	1838	4739	2973	2241	1754	2616	1784	2010	3031	2776	927
Cluster-16521.32439	92	64	51	28	125	38	22	30	47	12	10
Cluster-16521.32440	59	83	100	113	40	37	0	0	1	0	0
Cluster-16521.32441	275	847	429	498	260	254	279	476	291	80	1
Cluster-16521.32442	34	19	26	3	31	10	9	12	17	7	3
Cluster-16521.32443	38	49	47	49	34	26	57	17	24	15	11
Cluster-16521.32444	163	143	127	138	92	104	67	155	111	47	86
Cluster-16521.32445	299	183	244	262	368	355	385	176	139	121	57
Cluster-16521.32446	560	281	260	710	699	1011	551	348	477	170	69
Cluster-16521.32447	1	4	2	0	1	6	0	1	0	0	0
Cluster-16521.32448	5216	5925	3599	1884	4166	3057	1540	1465	1095	523	8
Cluster-16521.32449	1093	1068	1009	973	1157	1069	720	835	944	2394	2664
Cluster-16521.32450	2884	2944	2834	3160	3077	2991	2932	3172	3185	4976	3523
Cluster-16521.32451	1250	1348	901	1217	1032	1128	80	54	79	26	14
Cluster-16521.32452	1968	1612	1642	1937	1994	2266	1675	1685	1772	1543	779
Cluster-16521.32453	27	26	26	18	45	32	0	3	12	48	81
Cluster-16521.32454	6	10	1	0	0	0	0	6	0	3	0
Cluster-16521.32455	372	280	440	470	485	321	493	424	563	446	652
Cluster-16521.32456	606	814	732	831	936	911	945	1007	1071	1123	2576
Cluster-16521.32457	1	0	2	2	3	0	0	7	1	0	3
Cluster-16521.32458	416	292	306	237	309	298	155	103	87	28	132
Cluster-16521.32459	0	0	0	0	0	0	3	5	6	0	0
Cluster-16521.32460	0	0	3	2	1	0	14	3	9	7	14
Cluster-16521.32461	3	0	12	1	11	21	3	5	35	2	2
Cluster-16521.32462	810	507	652	695	704	824	654	656	986	680	276
Cluster-16521.32463	606	495	504	443	646	402	556	478	500	543	257
Cluster-16521.32464	386	465	521	465	437	489	403	400	259	286	234
Cluster-16521.32465	5	4	0	14	3	8	3	1	4	0	0
Cluster-16521.32466	1109	1223	747	672	608	594	810	406	745	56	3
Cluster-16521.32467	0	0	2	7	0	0	0	0	0	0	0
Cluster-16521.32468	4	0	5	2	0	2	6	12	13	2	15
Cluster-16521.32469	3	4	43	7	4	2	3	1	1	0	5
Cluster-16521.32470	83	60	91	56	98	44	9	30	19	11	5
