	WC1E	WC1T	WC2E	WC2T	WC3E	WC3T	WH3E	WH5E	WH5T	WH6E	WH6T
Cluster-16521.4720	0	0	0	0	0	0	0	0	0	0	12
Cluster-16521.4721	53	32	15	23	54	63	70	43	38	7	0
Cluster-16521.4722	4	0	0	11	0	0	0	4	1	0	0
Cluster-16521.4723	20	28	2	14	14	16	16	23	14	11	11
Cluster-16521.4724	5	0	0	0	0	5	0	0	0	0	0
Cluster-16521.4725	235	190	239	381	203	204	205	220	250	178	301
Cluster-16521.4726	6	0	15	0	7	3	8	16	3	4	0
Cluster-16521.4727	3	0	0	5	0	0	0	2	0	0	0
Cluster-16521.4728	6	0	0	0	3	6	0	3	3	1	3
Cluster-16521.4729	0	0	0	0	0	0	0	1	0	0	7
Cluster-16521.4730	18	4	0	4	1	7	5	0	3	0	1
Cluster-16521.4731	12	10	0	0	12	6	0	11	0	10	5
Cluster-16521.4732	0	0	0	3	8	6	7	6	2	0	0
Cluster-16521.4733	1	5	9	0	5	6	27	10	14	6	12
Cluster-16521.4734	37	121	40	8	52	16	33	37	45	69	13
Cluster-16521.4735	3	0	0	0	1	0	0	5	0	5	0
Cluster-16521.4736	221	324	300	168	306	133	268	219	187	413	338
Cluster-16521.4737	0	11	0	16	3	0	1	1	5	4	4
Cluster-16521.4738	215	139	150	198	222	110	373	246	190	58	21
Cluster-16521.4739	1	0	0	7	0	0	0	1	0	8	0
Cluster-16521.4740	5	0	0	10	3	0	0	1	4	0	0
Cluster-16521.4741	0	0	0	6	0	4	0	2	0	7	9
Cluster-16521.4742	0	0	0	7	0	18	18	2	9	0	0
Cluster-16521.4743	0	2	5	4	0	0	6	0	6	0	0
Cluster-16521.4744	70	77	57	20	75	77	128	89	214	53	0
Cluster-16521.4745	179	146	186	223	189	262	214	152	191	102	48
Cluster-16521.4746	146	135	228	123	79	105	124	77	59	42	42
Cluster-16521.4747	4	3	20	2	8	6	0	0	4	0	13
Cluster-16521.4748	4	9	23	37	20	0	57	109	93	1	1
Cluster-16521.4749	0	0	0	0	0	9	0	0	0	0	0
Cluster-16521.4750	167	148	172	155	162	137	199	128	138	134	80
Cluster-16521.4751	813	567	651	887	880	942	642	640	615	352	273
Cluster-16521.4752	24	283	25	46	9	32	0	0	27	2506	87003
Cluster-16521.4753	0	6	0	0	0	0	3	5	8	0	0
Cluster-16521.4754	185	115	113	148	218	182	245	219	195	344	230
Cluster-16521.4755	35	45	21	58	129	98	90	76	102	47	74
Cluster-16521.4756	0	2	0	0	0	0	0	0	0	7	0
Cluster-16521.4757	81	92	90	101	86	55	100	89	91	100	103
Cluster-16521.4758	0	0	0	0	0	0	1	18	0	3	0
Cluster-16521.4759	8	18	0	10	17	17	7	4	0	5	0
Cluster-16521.4760	0	0	0	0	4	0	2	3	4	4	4
Cluster-16521.4761	0	1	0	0	3	8	0	0	0	7	1
Cluster-16521.4762	0	0	0	0	0	0	0	1	5	0	3
Cluster-16521.4763	781	772	907	1266	276	713	466	650	654	759	419
Cluster-16521.4764	2	0	0	4	0	0	0	2	0	0	0
Cluster-16521.4765	0	0	0	0	1	0	0	0	6	4	0
Cluster-16521.4766	5	6	7	8	8	15	4	0	3	16	1
Cluster-16521.4767	437	337	417	424	439	488	274	254	243	455	702
Cluster-16521.4768	0	1	0	10	0	0	2	0	0	3	0
Cluster-16521.4769	91	232	104	100	134	71	125	150	211	89	208
Cluster-16521.4770	29	43	18	41	15	21	44	25	64	71	1129
Cluster-16521.4771	0	0	0	0	0	0	0	1	0	0	7
Cluster-16521.4772	0	0	0	0	0	3	23	7	13	24	13
Cluster-16521.4773	3	2	0	0	5	0	0	4	0	7	5
Cluster-16521.4774	0	0	0	0	0	0	6	2	1	0	0
Cluster-16521.4775	255	317	329	348	277	278	270	248	239	260	191
Cluster-16521.4776	0	2	11	0	2	8	0	15	21	14	1
Cluster-16521.4777	20	14	11	25	25	22	67	68	37	47	7
Cluster-16521.4778	11	29	12	30	34	21	12	18	64	27	0
Cluster-16521.4779	62	104	144	155	133	109	0	0	0	0	0
Cluster-16521.4780	51	37	89	63	60	58	28	130	79	167	315
Cluster-16521.4781	0	0	0	0	0	0	5	8	0	1	1
Cluster-16521.4782	0	0	12	0	6	0	9	10	3	0	0
Cluster-16521.4783	7	5	32	13	25	46	218	699	951	5	114
Cluster-16521.4784	223	119	249	168	179	235	252	241	269	104	58
Cluster-16521.4785	0	0	0	0	0	0	56	40	42	0	0
Cluster-16521.4786	4	42	0	25	8	30	6	7	20	28	27
Cluster-16521.4787	20	74	37	83	26	25	91	129	383	149	478
Cluster-16521.4788	2	6	0	1	4	1	0	2	2	136	747
Cluster-16521.4789	56	79	41	59	95	97	64	48	108	124	86
Cluster-16521.4790	294	211	152	306	186	264	378	219	318	182	214
Cluster-16521.4791	5	4	0	4	3	0	6	0	0	0	0
Cluster-16521.4792	3	3	0	3	0	0	0	1	1	3	9
Cluster-16521.4793	0	2	0	0	0	0	0	8	4	0	0
Cluster-16521.4794	16	7	6	10	11	0	37	68	50	0	0
Cluster-16521.4795	30	15	37	30	38	15	87	238	452	20	31
Cluster-16521.4796	4	0	0	0	0	11	14	7	0	7	3
Cluster-16521.4797	0	0	0	0	2	0	0	2	0	0	1
Cluster-16521.4798	0	0	0	6	3	0	11	4	4	12	1
Cluster-16521.4799	0	0	0	0	4	4	27	28	11	16	10
Cluster-16521.4800	48	71	42	20	17	35	92	154	316	3119	1378
Cluster-16521.4801	91	36	31	39	19	17	0	18	72	440	681
Cluster-16521.4802	0	0	0	0	0	3	7	7	0	2	4
Cluster-16521.4803	1	0	0	0	0	0	0	18	7	0	0
Cluster-16521.4804	0	0	0	0	0	0	0	4	9	0	4
Cluster-16521.4805	2	0	0	0	0	0	5	0	0	0	2
Cluster-16521.4806	2	0	0	0	0	0	16	10	12	3	7
Cluster-16521.4807	161	130	78	149	192	177	73	229	275	72	168
Cluster-16521.4808	2	2	3	0	2	0	2	3	0	0	0
Cluster-16521.4809	251	207	249	335	244	266	337	356	194	172	113
Cluster-16521.4810	17	17	14	21	20	3	7	16	0	11	23
Cluster-16521.4811	455	452	539	439	444	421	611	807	741	708	156
Cluster-16521.4812	0	0	0	0	0	0	0	0	10	0	0
Cluster-16521.4813	0	0	0	0	0	0	8	12	6	1	9
Cluster-16521.4814	0	0	0	0	0	0	0	3	0	5	5
Cluster-16521.4815	3	10	5	1	4	0	0	1	0	0	19
Cluster-16521.4816	12	3	6	2	0	1	3	3	0	10	36
Cluster-16521.4817	0	0	0	1	0	3	0	3	0	3	8
Cluster-16521.4818	18	0	0	11	21	9	6	13	15	33	29
Cluster-16521.4819	8	0	0	1	5	12	0	6	12	1	0
Cluster-16521.4820	8	11	0	0	0	20	7	1	0	3	12
Cluster-16521.4821	4	0	2	2	2	3	0	0	3	0	0
Cluster-16521.4822	184	230	244	230	193	162	221	157	123	130	102
Cluster-16521.4823	33	49	75	21	54	28	44	8	35	7	10
Cluster-16521.4824	59	129	83	80	87	66	72	84	48	106	49
Cluster-16521.4825	3	0	10	6	17	15	0	9	16	4	0
Cluster-16521.4826	12	8	0	21	0	8	5	1	2	3	6
Cluster-16521.4827	93	107	124	78	141	98	50	121	77	92	25
Cluster-16521.4828	190	112	197	215	222	322	250	174	284	135	30
Cluster-16521.4829	304	403	299	260	260	266	240	253	274	97	16
Cluster-16521.4830	143	82	151	126	111	130	129	170	181	77	37
Cluster-16521.4831	59	53	110	56	21	25	45	34	57	24	1
Cluster-16521.4832	345	250	298	284	275	364	203	192	197	43	6
Cluster-16521.4833	1	0	10	0	0	11	0	2	0	0	0
Cluster-16521.4834	14	18	11	34	19	21	3	7	0	0	5
Cluster-16521.4835	34	32	27	19	60	20	25	16	8	35	0
Cluster-16521.4836	197	126	139	198	199	280	215	233	211	120	149
Cluster-16521.4837	1	0	16	3	0	1	0	3	5	0	0
Cluster-16521.4838	111	121	185	220	177	160	66	103	98	131	18
Cluster-16521.4839	251	316	311	374	346	316	296	341	385	553	763
Cluster-16521.4840	6	0	0	2	6	5	0	0	2	0	2
Cluster-16521.4841	39	47	38	65	79	94	88	36	37	92	68
Cluster-16521.4842	18	17	12	9	22	16	21	9	3	24	11
Cluster-16521.4843	268	390	443	409	429	147	754	1084	1646	427	9
Cluster-16521.4844	11	10	27	21	18	54	9	20	37	0	16
Cluster-16521.4845	0	0	8	0	0	10	0	0	0	1	0
Cluster-16521.4846	181	199	257	365	275	223	352	260	262	254	214
Cluster-16521.4847	0	12	0	1	3	0	21	6	0	0	0
Cluster-16521.4848	13	19	44	11	18	1	62	52	62	14	0
Cluster-16521.4849	0	0	0	0	0	0	0	0	0	2	191
Cluster-16521.4850	64	32	6	33	18	12	65	58	27	38	16
Cluster-16521.4851	23	23	15	25	34	40	36	34	54	19	16
Cluster-16521.4852	24	18	35	21	32	29	17	22	39	30	9
Cluster-16521.4853	4	0	7	4	7	0	7	9	13	8	1
Cluster-16521.4854	0	4	4	2	0	3	0	1	0	0	2
Cluster-16521.4855	0	0	4	3	0	4	0	5	0	0	0
Cluster-16521.4856	58	37	36	25	43	77	39	51	57	55	15
Cluster-16521.4857	176	180	161	269	168	246	196	149	183	180	97
Cluster-16521.4858	281	229	191	280	379	273	156	237	304	650	536
Cluster-16521.4859	0	0	0	0	0	6	0	6	0	0	0
Cluster-16521.4860	102	14	47	82	84	67	86	85	120	79	65
Cluster-16521.4861	0	0	0	7	0	2	0	0	0	0	0
Cluster-16521.4862	93	86	2	50	83	159	78	151	163	24	68
Cluster-16521.4863	53	52	55	68	59	43	31	23	25	45	50
Cluster-16521.4864	206	233	271	246	217	294	296	312	214	577	746
Cluster-16521.4865	0	0	0	2	4	0	2	0	0	4	1
Cluster-16521.4866	348	545	153	373	387	415	656	285	265	1220	987
Cluster-16521.4867	126	154	124	148	122	57	139	188	289	114	21
Cluster-16521.4868	37	83	84	46	39	14	183	311	439	92	43
Cluster-16521.4869	0	0	0	0	0	0	0	6	15	2	15
Cluster-16521.4870	0	0	0	0	0	0	0	1	0	11	3
Cluster-16521.4871	9	4	20	3	5	3	7	8	8	4	0
Cluster-16521.4872	142	97	54	52	86	32	210	266	245	33	19
Cluster-16521.4873	324	312	375	337	316	356	372	461	551	332	720
Cluster-16521.4874	0	0	0	0	0	0	11	92	164	0	0
Cluster-16521.4875	0	0	0	0	0	0	0	4	0	7	0
Cluster-16521.4876	70	31	28	18	12	13	7	26	35	175	39
Cluster-16521.4877	0	0	0	0	6	0	0	9	0	0	0
Cluster-16521.4878	253	264	318	209	292	246	304	388	331	247	246
Cluster-16521.4879	13	6	8	8	1	11	12	4	4	5	5
Cluster-16521.4880	6	0	0	9	0	0	0	4	2	0	0
Cluster-16521.4881	0	0	0	5	2	0	0	3	0	0	0
Cluster-16521.4882	673	380	434	487	548	665	640	339	298	505	728
Cluster-16521.4883	0	1	0	0	0	5	7	3	2	0	2
Cluster-16521.4884	6	0	0	0	2	0	0	1	0	0	0
Cluster-16521.4885	178	163	244	250	209	164	248	193	163	166	52
Cluster-16521.4886	13	26	0	7	4	0	0	2	6	0	0
Cluster-16521.4887	4	1	0	0	0	4	0	1	0	0	0
Cluster-16521.4888	91	87	122	140	54	78	58	92	66	34	3
Cluster-16521.4889	13	4	0	3	12	10	26	22	9	4	0
Cluster-16521.4890	22	11	0	0	10	5	0	4	4	3	1
Cluster-16521.4891	0	0	3	5	1	0	3	0	0	0	0
Cluster-16521.4892	64	35	29	25	46	10	46	33	44	53	21
Cluster-16521.4893	331	289	330	249	376	305	527	522	516	309	191
Cluster-16521.4894	116	82	140	138	86	100	88	148	83	40	15
Cluster-16521.4895	2	2	0	5	1	0	0	0	0	0	0
Cluster-16521.4896	0	0	0	0	0	0	0	4	0	9	2
Cluster-16521.4897	7	0	18	2	0	12	7	7	5	0	7
Cluster-16521.4898	154	260	210	215	172	170	215	407	753	167	136
Cluster-16521.4899	13	14	2	0	2	0	0	2	8	0	0
Cluster-16521.4900	129	265	234	230	161	132	386	473	409	2	4
Cluster-16521.4901	16	20	14	31	12	13	47	40	11	0	0
Cluster-16521.4902	13	0	42	13	23	25	22	23	3	22	208
Cluster-16521.4903	10	1	15	4	7	0	5	3	0	4	2
Cluster-16521.4904	0	0	0	2	0	0	0	1	0	0	13
Cluster-16521.4905	64	58	97	39	305	66	3661	4164	2846	28	0
Cluster-16521.4906	455	385	368	201	236	99	274	366	246	389	409
Cluster-16521.4907	19	37	19	13	25	26	26	47	83	11	13
Cluster-16521.4908	3	0	0	6	0	1	8	20	8	6	0
Cluster-16521.4909	4	7	6	0	5	0	24	27	34	27	6
Cluster-16521.4910	2	0	0	0	0	0	1	7	1	5	1
Cluster-16521.4911	184	337	295	264	225	263	476	372	224	19	0
Cluster-16521.4912	0	8	0	0	0	1	0	0	0	0	0
Cluster-16521.4913	32	78	13	29	33	28	79	97	65	1	9
Cluster-16521.4914	553	429	435	463	463	448	384	380	424	181	34
Cluster-16521.4915	5	0	7	0	5	0	5	6	6	102	438
Cluster-16521.4916	25	31	18	31	9	27	50	33	55	10	0
Cluster-16521.4917	6	5	0	0	7	0	0	1	0	0	0
Cluster-16521.4918	108	86	78	88	72	94	80	65	32	11	0
Cluster-16521.4919	23	0	5	0	13	8	0	11	5	4	0
Cluster-16521.4920	118	147	177	235	140	167	275	502	401	192	28
Cluster-16521.4921	33	36	0	35	18	22	11	1	5	24	11
Cluster-16521.4922	12	12	9	35	11	17	20	6	14	18	12
Cluster-16521.4923	29	20	36	5	13	17	10	7	1	5	23
Cluster-16521.4924	0	0	0	0	5	0	0	0	0	15	14
Cluster-16521.4925	227	106	143	206	268	146	87	338	236	3067	1185
Cluster-16521.4926	39	2	17	45	56	19	9	46	51	594	220
Cluster-16521.4927	7	8	0	14	3	4	11	2	7	7	19
Cluster-16521.4928	174	287	169	261	194	181	161	186	196	299	349
Cluster-16521.4929	2	0	7	0	2	0	0	4	0	4	3
Cluster-16521.4930	4	0	0	9	4	0	0	0	0	0	0
Cluster-16521.4931	480	429	357	179	666	203	356	282	107	324	47
Cluster-16521.4932	557	526	579	664	764	712	881	977	883	612	1090
Cluster-16521.4933	32	13	12	26	13	20	1	7	15	13	15
Cluster-16521.4934	108	79	81	138	157	174	135	188	169	201	63
Cluster-16521.4935	28	44	36	58	161	50	251	543	589	0	0
Cluster-16521.4936	0	0	0	0	1	5	0	0	2	0	0
Cluster-16521.4937	4	7	0	0	9	3	0	0	0	6	0
Cluster-16521.4938	0	0	10	6	3	1	2	1	1	0	0
Cluster-16521.4939	2	5	9	0	6	10	0	7	2	7	5
Cluster-16521.4940	0	0	0	1	14	0	35	70	91	136	203
Cluster-16521.4941	27	71	73	15	29	26	39	43	45	10	13
Cluster-16521.4942	0	0	14	9	4	4	0	4	6	5	1
Cluster-16521.4943	0	1	0	0	0	0	0	8	0	0	0
Cluster-16521.4944	51	70	210	193	121	65	335	180	196	1	0
Cluster-16521.4945	99	99	104	81	131	45	89	117	62	63	30
Cluster-16521.4946	0	0	0	3	0	3	4	0	0	0	0
Cluster-16521.4947	0	0	0	0	0	0	39	67	84	0	0
Cluster-16521.4948	0	5	0	3	2	0	0	2	6	4	3
Cluster-16521.4949	4	0	0	0	0	12	0	8	0	3	1
Cluster-16521.4950	3	0	0	0	0	8	0	3	6	1	16
Cluster-16521.4951	3	0	0	4	0	0	0	0	0	0	0
Cluster-16521.4952	23	15	15	2	9	8	24	24	19	0	0
Cluster-16521.4953	186	164	256	156	233	156	318	336	201	39	1
Cluster-16521.4954	11	0	13	6	7	25	26	21	19	0	0
Cluster-16521.4955	3	0	11	17	29	10	56	30	42	0	0
Cluster-16521.4956	0	0	0	0	0	0	4	9	0	5	1
Cluster-16521.4957	2	2	0	10	6	0	10	0	1	3	4
Cluster-16521.4958	0	0	0	6	0	0	4	0	0	0	1
Cluster-16521.4959	17	18	81	49	47	34	32	20	42	135	1205
Cluster-16521.4960	0	0	7	0	1	3	16	17	4	7	9
Cluster-16521.4961	46	20	17	32	39	7	37	24	12	0	7
Cluster-16521.4962	112	40	62	34	95	91	152	100	106	64	2
Cluster-16521.4963	21	42	16	8	23	23	32	16	6	20	1
Cluster-16521.4964	203	127	120	286	199	293	177	141	262	45	13
Cluster-16521.4965	166	163	195	289	212	245	210	299	239	319	288
Cluster-16521.4966	521	474	431	315	570	281	276	362	504	1196	23
Cluster-16521.4967	13	0	11	0	10	0	10	281	201	0	4
Cluster-16521.4968	15	37	33	67	27	56	79	60	50	489	1107
Cluster-16521.4969	12	13	1	33	19	11	38	156	247	45	960
Cluster-16521.4970	54	81	84	50	55	45	2	30	43	5	0
Cluster-16521.4971	26	77	24	19	13	20	61	78	59	1	0
Cluster-16521.4972	26	31	33	14	91	34	91	80	76	349	703
Cluster-16521.4973	2	4	0	0	3	0	0	0	0	0	0
Cluster-16521.4974	18	26	15	27	19	28	20	5	7	4	5
Cluster-16521.4975	36	8	67	36	23	7	41	99	106	20	7
Cluster-16521.4976	14	7	8	28	77	17	173	658	508	0	2
Cluster-16521.4977	16	7	18	6	1	3	16	0	4	0	3
Cluster-16521.4978	0	0	0	0	0	0	68	39	49	16	61
Cluster-16521.4979	0	0	0	0	0	0	7	1	0	4	0
Cluster-16521.4980	1	0	0	1	0	1	0	0	0	0	9
Cluster-16521.4981	142	115	320	255	96	70	323	370	455	51	11
Cluster-16521.4982	250	220	183	93	149	76	176	145	95	142	44
Cluster-16521.4983	78	57	66	103	136	102	275	288	355	11	22
Cluster-16521.4984	17	12	29	48	12	0	31	96	76	21	11
Cluster-16521.4985	0	0	0	0	0	0	0	0	0	4	48
Cluster-16521.4986	14	25	1	27	25	44	16	17	6	17	2
Cluster-16521.4987	624	519	616	524	763	533	438	535	577	472	347
Cluster-16521.4988	64	41	85	109	65	92	65	97	156	134	335
Cluster-16521.4989	5	0	0	4	0	0	5	1	1	5	2
Cluster-16521.4990	6	0	20	48	40	8	123	384	591	0	0
Cluster-16521.4991	175	188	75	128	317	170	296	441	547	341	1285
Cluster-16521.4992	27	166	20	58	22	56	120	81	230	15	0
Cluster-16521.4993	118	82	76	80	154	181	24	22	35	67	118
Cluster-16521.4994	75	151	97	180	114	122	134	155	325	182	221
Cluster-16521.4995	0	4	0	7	0	9	0	1	0	0	0
Cluster-16521.4996	0	0	0	4	0	0	0	2	4	0	0
Cluster-16521.4997	0	1	0	0	0	0	0	5	15	2	0
Cluster-16521.4998	0	0	0	2	6	0	0	4	0	0	3
Cluster-16521.4999	24	14	11	8	1	3	30	22	3	0	0
Cluster-16521.5000	476	514	231	258	231	256	967	789	544	51	43
Cluster-16521.5001	41	111	72	19	18	18	144	79	32	6	0
Cluster-16521.5002	0	0	15	3	2	2	6	11	2	6	1
Cluster-16521.5003	3	14	5	0	4	0	5	8	7	0	1
Cluster-16521.5004	5	5	0	0	0	0	4	3	1	11	6
Cluster-16521.5005	10	8	0	0	5	0	0	5	0	0	14
Cluster-16521.5006	24	0	5	13	50	47	34	32	24	44	55
Cluster-16521.5007	2	8	0	2	0	0	1	5	8	0	80
Cluster-16521.5008	8	0	4	3	0	2	0	0	0	0	6
Cluster-16521.5009	28	53	25	23	6	31	47	39	49	42	296
Cluster-16521.5010	56	132	62	78	81	99	279	114	179	340	182
Cluster-16521.5011	0	5	0	0	2	0	0	0	0	1	0
Cluster-16521.5012	10	18	0	5	9	0	0	1	0	8	4
Cluster-16521.5013	290	275	231	160	320	261	210	212	264	296	469
Cluster-16521.5014	462	415	316	257	354	276	423	339	506	669	260
Cluster-16521.5015	102	86	82	91	70	146	64	82	117	38	0
Cluster-16521.5016	42	35	60	38	40	28	19	13	27	20	29
Cluster-16521.5017	437	301	270	294	563	425	344	313	352	2137	429
Cluster-16521.5018	125	157	159	131	161	54	91	100	75	50	50
Cluster-16521.5019	185	145	135	161	102	79	71	89	44	67	69
Cluster-16521.5020	0	8	0	0	15	8	4	9	6	0	0
Cluster-16521.5021	116	182	191	114	126	77	158	96	77	101	99
Cluster-16521.5022	1	0	0	0	1	0	0	3	2	0	2
Cluster-16521.5023	0	9	7	2	6	3	3	1	0	5	1
Cluster-16521.5024	286	291	258	247	286	314	259	213	176	159	38
Cluster-16521.5025	396	324	464	460	418	473	524	400	435	546	492
Cluster-16521.5026	1	0	0	0	1	8	36	42	37	77	28
Cluster-16521.5027	0	0	0	0	0	0	0	28	6	0	0
Cluster-16521.5028	0	0	0	4	0	3	5	25	14	0	0
Cluster-16521.5029	56	54	53	58	47	21	224	398	404	12	6
Cluster-16521.5030	227	325	199	251	171	238	341	240	233	218	52
Cluster-16521.5031	0	0	0	0	1	0	0	0	3	2	0
Cluster-16521.5032	0	0	0	5	0	0	0	0	0	0	2
Cluster-16521.5033	0	0	0	0	0	0	5	2	3	0	0
Cluster-16521.5034	0	7	0	3	0	0	0	4	4	0	0
Cluster-16521.5035	0	0	0	5	0	0	0	2	0	2	7
Cluster-16521.5036	28	52	18	3	41	31	30	23	22	30	33
Cluster-16521.5037	0	0	0	11	0	0	0	3	0	9	20
Cluster-16521.5038	0	3	15	1	0	4	0	2	0	11	20
Cluster-16521.5039	3	3	0	0	4	5	0	0	0	0	0
Cluster-16521.5040	0	0	0	0	0	0	4	22	15	0	0
Cluster-16521.5041	2	0	0	12	3	0	26	0	0	2	5
Cluster-16521.5042	0	0	0	0	2	10	0	2	0	0	0
Cluster-16521.5043	0	28	13	14	28	12	51	27	12	38	1
Cluster-16521.5044	105	131	184	77	151	184	335	336	236	142	27
Cluster-16521.5045	20	14	5	11	10	7	17	6	19	4	0
Cluster-16521.5046	6	16	10	1	7	16	5	8	11	2	0
Cluster-16521.5047	12	18	17	8	20	5	4	18	11	0	0
Cluster-16521.5048	0	0	5	0	11	0	44	113	84	0	0
Cluster-16521.5049	0	6	14	15	41	5	73	293	501	0	0
Cluster-16521.5050	0	0	0	0	0	1	0	1	70	0	0
Cluster-16521.5051	111	111	103	147	143	69	101	108	85	97	28
Cluster-16521.5052	6	8	0	8	2	6	8	12	0	4	0
Cluster-16521.5053	3	0	0	0	2	0	2	2	10	0	0
Cluster-16521.5054	215	235	313	247	188	139	113	86	68	29	3
Cluster-16521.5055	14	13	4	7	24	3	32	38	29	28	1
Cluster-16521.5056	136	105	118	131	219	92	225	370	371	335	29
Cluster-16521.5057	11	0	5	23	1	16	0	5	0	0	0
Cluster-16521.5058	90	171	185	223	73	109	87	60	26	0	0
Cluster-16521.5059	262	214	250	230	333	320	265	373	395	272	226
Cluster-16521.5060	0	0	0	0	0	0	0	3	7	0	16
Cluster-16521.5061	7	2	0	0	3	0	0	15	15	45	36
Cluster-16521.5062	95	118	139	83	109	80	55	66	68	16	89
Cluster-16521.5063	131	166	98	76	121	78	65	100	160	471	528
Cluster-16521.5064	23	44	35	71	8	21	35	44	303	33	65
Cluster-16521.5065	11	20	0	4	2	12	4	1	14	0	14
Cluster-16521.5066	77	178	137	137	161	89	122	109	94	78	18
Cluster-16521.5067	8	23	33	32	42	29	17	40	28	31	7
Cluster-16521.5068	0	0	0	0	0	5	10	3	9	0	0
Cluster-16521.5069	155	185	215	251	209	176	271	372	212	197	198
Cluster-16521.5070	0	0	0	6	0	4	0	2	0	0	0
Cluster-16521.5071	9	3	4	15	8	2	8	2	0	0	1
Cluster-16521.5072	0	0	0	0	0	0	18	0	0	46	88
Cluster-16521.5073	7	5	5	0	7	2	4	9	0	6	0
Cluster-16521.5074	5	4	0	4	11	2	6	0	0	1	2
Cluster-16521.5075	4	0	0	1	1	0	0	1	2	3	6
Cluster-16521.5076	6	6	0	13	6	11	0	4	4	4	0
Cluster-16521.5077	10	8	5	6	5	0	0	1	8	3	1
Cluster-16521.5078	0	0	0	0	0	0	8	5	0	0	0
Cluster-16521.5079	0	0	0	3	4	2	0	0	0	0	0
Cluster-16521.5080	3	2	10	9	16	5	0	1	0	0	1
Cluster-16521.5081	0	16	0	7	1	6	130	139	59	186	54
Cluster-16521.5082	184	247	346	233	213	161	187	217	143	287	351
Cluster-16521.5083	4	0	0	0	4	1	0	3	0	0	0
Cluster-16521.5084	344	319	377	526	351	431	271	254	267	76	27
Cluster-16521.5085	124	164	67	142	82	127	205	199	192	199	180
Cluster-16521.5086	10	20	0	15	9	1	71	34	63	3	0
Cluster-16521.5087	18	49	99	73	52	26	13	36	53	27	19
Cluster-16521.5088	17	47	120	155	69	205	133	100	115	70	21
Cluster-16521.5089	0	0	0	0	0	0	626	615	596	365	91
Cluster-16521.5090	1	3	0	0	0	0	4	0	0	1	0
Cluster-16521.5091	0	0	0	0	1	0	0	3	0	3	5
Cluster-16521.5092	2	1	8	8	1	7	0	4	5	0	0
Cluster-16521.5093	2	1	0	2	8	5	2	1	2	4	0
Cluster-16521.5094	13	4	20	7	0	2	14	11	2	6	0
Cluster-16521.5095	9	7	9	15	8	8	10	10	7	2	4
Cluster-16521.5096	8	10	4	2	12	0	8	7	3	2	11
Cluster-16521.5097	34	82	48	31	41	34	29	47	46	41	34
Cluster-16521.5098	73	150	172	213	159	198	138	157	175	102	55
Cluster-16521.5099	19	34	50	21	13	23	25	43	16	3	11
Cluster-16521.5100	21	31	57	32	40	10	22	16	11	27	27
Cluster-16521.5101	9	14	15	4	23	0	18	10	6	0	0
Cluster-16521.5102	139	96	56	60	120	61	146	164	226	228	23
Cluster-16521.5103	14	18	9	61	12	0	98	187	129	0	0
Cluster-16521.5104	8	0	0	2	0	0	0	0	3	5	1
Cluster-16521.5105	5	0	0	0	0	0	0	73	0	0	0
Cluster-16521.5106	119	6	9	2	9	0	0	4116	17	102	0
Cluster-16521.5107	0	0	0	0	0	0	2	12	0	24	4
Cluster-16521.5108	267	199	410	294	218	198	263	321	377	227	522
Cluster-16521.5109	5	0	8	1	21	0	12	19	10	2	0
Cluster-16521.5110	389	223	399	477	436	483	320	301	282	283	316
Cluster-16521.5111	187	206	197	238	285	190	32	100	94	150	55
Cluster-16521.5112	62	67	101	64	102	36	119	194	180	29	0
Cluster-16521.5113	8	8	3	7	0	3	41	95	114	4	0
Cluster-16521.5114	33	10	60	38	47	3	485	848	931	15	6
Cluster-16521.5115	5	0	8	0	0	0	3	5	2	0	0
Cluster-16521.5116	193	163	198	142	142	130	111	165	197	49	52
Cluster-16521.5117	13	0	6	8	8	1	3	9	5	0	4
Cluster-16521.5118	0	2	0	0	1	0	6	0	2	0	2
Cluster-16521.5119	20	11	22	5	56	7	29	22	39	16	22
Cluster-16521.5120	0	0	0	0	0	0	268	193	239	3	7
Cluster-16521.5121	0	0	0	0	10	5	7	1	2	0	0
Cluster-16521.5122	58	30	64	72	40	34	43	40	23	10	0
Cluster-16521.5123	567	474	515	604	596	630	556	592	610	754	517
Cluster-16521.5124	0	0	6	0	0	0	0	0	0	6	0
Cluster-16521.5125	13	0	5	2	4	0	0	0	0	0	0
Cluster-16521.5126	14	15	2	11	9	3	0	0	5	5	0
Cluster-16521.5127	18	26	84	28	69	40	109	193	147	19	16
Cluster-16521.5128	374	417	211	462	374	448	452	572	532	430	291
Cluster-16521.5129	0	0	0	0	4	0	5	0	2	0	2
Cluster-16521.5130	161	102	96	111	153	79	145	172	151	508	145
Cluster-16521.5131	51	8	35	30	79	52	277	174	135	170	278
Cluster-16521.5132	0	0	0	0	0	0	6	1	10	2	0
Cluster-16521.5133	0	0	0	0	0	0	66	24	34	40	13
Cluster-16521.5134	5	0	4	1	2	0	301	276	228	376	142
Cluster-16521.5135	5	4	9	0	12	0	7	10	2	7	19
Cluster-16521.5136	44	78	56	57	78	119	66	50	81	42	14
Cluster-16521.5137	43	35	105	82	85	127	14	19	24	20	32
Cluster-16521.5138	0	2	0	8	5	5	15	1	8	5	4
Cluster-16521.5139	0	10	0	0	0	0	0	2	7	0	0
Cluster-16521.5140	1	0	0	2	3	0	4	0	3	0	0
